principle,dataset,pass_key,probe,unit,hardness,thickness_mm,rep,folder,shape_ball4/ladder.csv,scale_ball4/scale.yaml,ok,need,shape_cube4/ladder.csv,shape_cyl4/ladder.csv,shape_pair025/ladder.csv,shape_pair050/ladder.csv,shape_pair075/ladder.csv,shape_pair100/ladder.csv,stream/frames.csv,shape_pair010/ladder.csv,calibgrid_ball4/grid.csv,characterize/steps.csv
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,soft_1mm_r1,soft,1,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,soft_1mm_r2,soft,1,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,soft_2mm_r1,soft,2,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,soft_2mm_r2,soft,2,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,soft_3mm_r1,soft,3,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,soft_3mm_r2,soft,3,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,medium_1mm_r1,medium,1,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,medium_1mm_r2,medium,1,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,medium_2mm_r2,medium,2,2,True,6.0,24.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,medium_3mm_r1,medium,3,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,medium_3mm_r2,medium,3,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,hard_1mm_r1,hard,1,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,hard_1mm_r2,hard,1,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,hard_2mm_r1,hard,2,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,hard_2mm_r2,hard,2,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,hard_3mm_r1,hard,3,1,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_ball4,passA_ball4,구 ⌀4 mm,hard_3mm_r2,hard,3,2,True,6.0,42.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,soft_1mm_r1,soft,1,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,soft_1mm_r2,soft,1,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,soft_2mm_r1,soft,2,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,soft_2mm_r2,soft,2,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,soft_3mm_r1,soft,3,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,soft_3mm_r2,soft,3,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,medium_1mm_r1,medium,1,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,medium_1mm_r2,medium,1,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,medium_2mm_r2,medium,2,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,medium_3mm_r1,medium,3,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,medium_3mm_r2,medium,3,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,hard_1mm_r1,hard,1,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,hard_1mm_r2,hard,1,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,hard_2mm_r1,hard,2,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,hard_2mm_r2,hard,2,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,hard_3mm_r1,hard,3,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cube4,passA_cube4,정육면체 4 mm,hard_3mm_r2,hard,3,2,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_1mm_r1,soft,1,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_1mm_r2,soft,1,2,True,,,True,shape_cyl4/ladder.csv,,6.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_2mm_r1,soft,2,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_2mm_r2,soft,2,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_3mm_r1,soft,3,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_3mm_r2,soft,3,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_1mm_r1,medium,1,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_1mm_r2,medium,1,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_2mm_r2,medium,2,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_3mm_r1,medium,3,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_3mm_r2,medium,3,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_1mm_r1,hard,1,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_1mm_r2,hard,1,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_2mm_r1,hard,2,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_2mm_r2,hard,2,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_3mm_r1,hard,3,1,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_3mm_r2,hard,3,2,True,,,True,shape_cyl4/ladder.csv,,18.0,,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",soft_1mm_r1,soft,1,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",soft_1mm_r2,soft,1,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",soft_2mm_r1,soft,2,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",soft_2mm_r2,soft,2,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",soft_3mm_r1,soft,3,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",soft_3mm_r2,soft,3,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",medium_1mm_r1,medium,1,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",medium_1mm_r2,medium,1,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",medium_2mm_r2,medium,2,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",medium_3mm_r1,medium,3,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",medium_3mm_r2,medium,3,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",hard_1mm_r1,hard,1,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",hard_1mm_r2,hard,1,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",hard_2mm_r1,hard,2,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",hard_2mm_r2,hard,2,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",hard_3mm_r1,hard,3,1,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair025,passA_pair025,"두 기둥, 간격 0.25 mm",hard_3mm_r2,hard,3,2,True,,,True,shape_pair025/ladder.csv,,,3.0,,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",soft_1mm_r1,soft,1,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",soft_1mm_r2,soft,1,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",soft_2mm_r1,soft,2,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",soft_2mm_r2,soft,2,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",soft_3mm_r1,soft,3,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",soft_3mm_r2,soft,3,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",medium_1mm_r1,medium,1,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",medium_1mm_r2,medium,1,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",medium_2mm_r2,medium,2,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",medium_3mm_r1,medium,3,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",medium_3mm_r2,medium,3,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",hard_1mm_r1,hard,1,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",hard_1mm_r2,hard,1,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",hard_2mm_r1,hard,2,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",hard_2mm_r2,hard,2,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",hard_3mm_r1,hard,3,1,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair050,passA_pair050,"두 기둥, 간격 0.50 mm",hard_3mm_r2,hard,3,2,True,,,True,shape_pair050/ladder.csv,,,,3.0,,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",soft_1mm_r1,soft,1,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",soft_1mm_r2,soft,1,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",soft_2mm_r1,soft,2,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",soft_2mm_r2,soft,2,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",soft_3mm_r1,soft,3,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",soft_3mm_r2,soft,3,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",medium_1mm_r1,medium,1,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",medium_1mm_r2,medium,1,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",medium_2mm_r2,medium,2,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",medium_3mm_r1,medium,3,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",medium_3mm_r2,medium,3,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",hard_1mm_r1,hard,1,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",hard_1mm_r2,hard,1,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",hard_2mm_r1,hard,2,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",hard_2mm_r2,hard,2,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",hard_3mm_r1,hard,3,1,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair075,passA_pair075,"두 기둥, 간격 0.75 mm",hard_3mm_r2,hard,3,2,True,,,True,shape_pair075/ladder.csv,,,,,3.0,,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",soft_1mm_r1,soft,1,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",soft_1mm_r2,soft,1,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",soft_2mm_r1,soft,2,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",soft_2mm_r2,soft,2,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",soft_3mm_r1,soft,3,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",soft_3mm_r2,soft,3,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",medium_1mm_r1,medium,1,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",medium_1mm_r2,medium,1,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",medium_2mm_r2,medium,2,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",medium_3mm_r1,medium,3,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",medium_3mm_r2,medium,3,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",hard_1mm_r1,hard,1,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",hard_1mm_r2,hard,1,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",hard_2mm_r1,hard,2,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",hard_2mm_r2,hard,2,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",hard_3mm_r1,hard,3,1,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260905_passA_pair100,passA_pair100,"두 기둥, 간격 1.00 mm",hard_3mm_r2,hard,3,2,True,,,True,shape_pair100/ladder.csv,,,,,,3.0,,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,soft_1mm_r1,soft,1,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,soft_1mm_r2,soft,1,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,soft_2mm_r1,soft,2,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,soft_2mm_r2,soft,2,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,soft_3mm_r1,soft,3,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,soft_3mm_r2,soft,3,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,medium_1mm_r1,medium,1,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,medium_1mm_r2,medium,1,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,medium_2mm_r2,medium,2,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,medium_3mm_r1,medium,3,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,medium_3mm_r2,medium,3,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,hard_1mm_r1,hard,1,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,hard_1mm_r2,hard,1,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,hard_2mm_r1,hard,2,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,hard_2mm_r2,hard,2,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,hard_3mm_r1,hard,3,1,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
9DTact,20260907_passB_ball8,passB_ball8,구 ⌀8 mm,hard_3mm_r2,hard,3,2,True,,,True,stream/frames.csv,,,,,,,1000.0,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,soft_1mm_r1,soft,1,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,soft_1mm_r2,soft,1,2,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,soft_2mm_r1,soft,2,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,soft_2mm_r2,soft,2,2,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,soft_3mm_r1,soft,3,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,soft_3mm_r2,soft,3,2,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,medium_1mm_r1,medium,1,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,medium_1mm_r2,medium,1,2,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,medium_2mm_r1,medium,2,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,medium_2mm_r2,medium,2,2,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,medium_3mm_r1,medium,3,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,medium_3mm_r2,medium,3,2,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,hard_1mm_r1,hard,1,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,hard_1mm_r2,hard,1,2,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
DIGIT,20260908_passA_ball4,passA_ball4,구 ⌀4 mm,hard_2mm_r1,hard,2,1,True,6.0,39.0,True,shape_ball4/ladder.csv;scale_ball4/scale.yaml,,,,,,,,,,
