unit,principle,hardness,hard,thickness_mm,marker,run,n_frames,n_frames_le2N,hertz_k,hertz_n,px_per_mm,scale_trusted,tilt_deg,hertz_a_ball8,zero_r2,d_2N_mm,a_2N_mm,mu,shear_max_N,creep_mm_per_cycle,fz_noise_mae,lat_noise_mae,fz_rate_per_frame,lat_rate_per_frame,fz_sd_0N,lat_sd_0N,ft_rate_hz,reference_used,pedestal_ratio,img_slope_lvl_per_N,img_slope_lvl_per_mm,imprint_area_slope_pct_per_N,img_resp_at_2N,bw_normal_f90,bw_shear_f90,shear_snr,fz_best,fz_knee,fz_res_loss,fz_seeds,sh_best,sh_knee,sh_res_loss,sh_seeds,n_resolved,dip_175_max,um_per_level,cyl4_corrected_rms_after_linear
medium_1mm_r1,DIGIT_Marker,medium,1,1,1,DIGIT_Marker_medium_1mm_r1,1000,931,4.258420805438351,1.6527283626178908,98.17513265018174,False,1.5628460163926814,6.300875357589917,0.9981047544615358,0.44995,1.8431345576218792,0.7152953247284222,0.8919947287960843,0.0021599999999999,0.1727732065137125,0.1633546667514316,0.2275049999999999,0.146863763945809,0.0151157259516511,0.002588183327084,49.69201241617895,reference_collect.png,1.1130728567615498,0.8031667546973674,5.253069098442891,1.7369465782017628,3.8524980545043945,0.6000000000000001,1.2000000000000002,8.024189949035645,0.08236105988423026,426,0.053495094180107144,1,0.05145401383439697,160,0.14378284787138298,1,,,,
medium_1mm_r2,DIGIT_Marker,medium,1,1,1,DIGIT_Marker_medium_1mm_r2,1000,897,9.434903148038412,2.2867782658121065,103.8973401138131,True,2.1819073381964795,9.448823352678083,0.995911542322733,0.31755,1.5619097277051577,0.4829046545422,0.881735608728603,0.0127551515151515,0.1135648994479792,0.0547667158311316,0.1699625,0.0683833499820452,0.0152318447799838,0.00229827618423,49.83311749260399,reference_collect.png,1.1100251827686531,0.6370971494166676,6.028918989167266,1.848216585280292,3.4835922718048096,1.7000000000000002,1.8,2.9630026817321777,0.0685713589191436,854,0.09797422091166183,1,0.06475338588158287,80,0.050015298028787,1,,,,
medium_2mm_r1,DIGIT_Marker,medium,1,2,1,DIGIT_Marker_medium_2mm_r1,1000,992,3.1920033461662336,1.860426837838742,90.95340615734834,False,1.8164202306345756,5.405151423111949,0.994802159154604,0.4737,1.888175921359024,0.7413263183749172,0.7225485227304806,0.0111928571428571,0.0406032249743514,0.0160445232650258,0.061035,0.0607169851771615,0.0161902642317343,0.0023106159951077,49.81447412958663,reference_collect.png,1.1195720853390312,0.6087984671394953,3.729098295089183,1.813067416525037,3.453373432159424,1.5,2.3000000000000003,3.83890962600708,0.05832078804572421,80,0.050475967427094766,1,0.0296168184528748,80,0.11196110832194485,1,,,,
medium_2mm_r2,DIGIT_Marker,medium,1,2,1,DIGIT_Marker_medium_2mm_r2,1000,996,2.885349439689069,1.613687620127301,90.34144297921408,False,1.9523690663823996,4.9000514931367976,0.9974111165920424,0.5205,1.973088885478807,0.8218663200924033,0.8831282355920911,0.0050783333333333,0.0471695824777869,0.0464383301589333,0.06772,0.0668919975128643,0.0113803639096267,0.0023880092794191,49.78106937273752,reference_collect.png,1.1258978000744075,0.723508407796471,3.9843957634444287,2.025365949316983,3.546959400177002,1.7000000000000002,2.4000000000000004,5.874858379364014,0.0553229451179504,1280,0.07957894603411357,1,0.0353420600295066,1920,0.26172963033119834,1,,,,
medium_3mm_r1,DIGIT_Marker,medium,1,3,1,DIGIT_Marker_medium_3mm_r1,1000,997,1.7311963886462285,1.3067654354048412,,False,3.062899775293102,3.419565319914587,0.9877734881828872,0.7018,2.2631563710888383,0.5843122101397953,0.7856311390213604,0.0058642857142857,0.0350270133246888,0.0151913325102187,0.0514899999999999,0.0564134330917813,0.0153928909390631,0.0022827130388978,49.85562647838439,reference_collect.png,1.110392724114143,0.8273078038100601,4.150425486804332,1.9304081439226035,4.880216121673584,0.8,2.4000000000000004,6.276272296905518,0.06776421517133707,32,0.09695597241322199,1,0.0237762723118066,320,0.0595166962593794,1,,,,
medium_3mm_r2,DIGIT_Marker,medium,1,3,1,DIGIT_Marker_medium_3mm_r2,1000,981,2.258272932252399,1.448663127214762,83.27704604480881,False,0.7973934472699908,4.251184426357648,0.9984668211321702,0.7014,2.262573322568796,1.0286045214211958,0.8195200803519094,-0.0035262237762237,0.099161899760414,0.092109045327059,0.1111525,0.0859865535100541,0.0151279523820521,0.0024345716989543,49.89773727664232,reference_collect.png,1.1226691328225933,0.4163752824720144,1.9385741105653949,1.4426291266666915,3.0233192443847656,1.1,1.7000000000000002,3.816384315490722,0.06501464794079458,48,0.05873772750298184,1,0.04578426976998643,160,0.13125701745351157,1,,,,
soft_1mm_r1,DIGIT_Marker,soft,0,1,1,DIGIT_Marker_soft_1mm_r1,1000,833,9.9876158717814,1.7218879296908427,105.49374708072848,True,1.929143910053924,15.578599863951474,0.9945853463215149,0.25055,1.3934219380718822,0.3945976860553059,0.8179299756091593,-0.002670238095238,0.1076119493759055,0.0182013447029953,0.1725649999999999,0.0473715632535887,0.0162577417665227,0.0031804829517793,49.88527456320841,reference_collect.png,1.119041340615268,0.4839950774502001,5.101762703789111,1.335814174516176,3.265820026397705,0.9,1.5,4.938791275024414,0.12242592622836428,32,0.029520673056443528,1,0.0371386731664339,640,0.06156380722920104,1,,,,
soft_1mm_r2,DIGIT_Marker,soft,0,1,1,DIGIT_Marker_soft_1mm_r2,1000,928,7.034600423437952,1.7433781071605836,104.09080649109308,True,2.557123893426435,9.48560880515539,0.999274126542633,0.3197,1.5669690201149478,0.635496198906348,0.6671121348019388,0.0064011904761904,0.0877438275734913,0.0124873058481102,0.1104249999999999,0.0409778510014682,0.0173748915928438,0.0025818722318623,49.83311749260399,reference_collect.png,1.0929182379706397,0.5267927623567885,4.822185421670496,1.297674421345676,3.1836655139923096,1.1,1.3,4.496683120727539,0.08749556044737494,32,0.05033617715040842,1,0.0407109037041664,1280,0.07404058923323947,1,,,,
soft_2mm_r1,DIGIT_Marker,soft,0,2,1,DIGIT_Marker_soft_2mm_r1,1000,939,3.85367799134879,1.741962975304664,94.92124702759877,False,2.225830807808747,3.2823104462707478,0.998237324829106,0.5761000000000001,2.0680688552366915,0.5423626842048259,0.8986732732200284,0.0003276923076922,0.1740120963258723,0.1629695999292888,0.2108949999999999,0.1671283286295112,0.0140791102177344,0.0024107241297513,49.29285046921183,reference_collect.png,1.1264759861617395,0.6736584758663439,4.530301185279345,2.1076977129151477,3.7056095600128174,1.5,1.7000000000000002,6.869195938110352,0.06496081501245497,160,0.10286315282185869,1,0.056483286122481,80,0.08526931454737982,1,,,,
soft_2mm_r2,DIGIT_Marker,soft,0,2,1,DIGIT_Marker_soft_2mm_r2,1000,981,3.206281965094389,1.6004400672934107,90.15474388177012,False,1.5706023055295777,5.454626593777616,0.9988758350967368,0.4966,1.9303337638864424,0.7269784885506455,0.7047911050800798,0.0106619047619047,0.0578788551328015,0.0158524768688236,0.090485,0.0526187628904451,0.0141908346127144,0.0026489346866832,49.3953104942706,reference_collect.png,1.122013707203788,0.6814888095486862,4.03408923926233,1.8890961449768369,3.718783378601074,1.3,2.1,3.8120410442352295,0.060036901384592,1280,0.04098153486847876,1,0.031148150563240034,160,0.05015436808268227,1,,,,
soft_3mm_r1,DIGIT_Marker,soft,0,3,1,DIGIT_Marker_soft_3mm_r1,1000,974,2.825292119960216,2.281161409531709,83.85132893559746,False,1.9705552217542528,3.664157259075168,0.9971294799185206,0.6228,2.143483183978825,0.6711562540713145,0.9360817622408846,0.0046686813186813,0.1197859133975379,0.1738024262110464,0.1819475,0.1547950638526894,0.015100981736855,0.002770827005818,49.39007559878477,reference_collect.png,1.1016004907939516,0.6727369323323733,3.161278394885263,1.9903504162443657,3.760976076126098,1.7000000000000002,2.3000000000000003,3.741542339324951,0.0560650825500488,1920,0.08877058327198029,1,0.05037446940938627,48,0.07614140585064888,1,,,,
soft_3mm_r2,DIGIT_Marker,soft,0,3,1,DIGIT_Marker_soft_3mm_r2,1000,966,1.918844158666508,1.4392503998447903,83.46284486742829,False,2.6228005688210354,4.040553408012293,0.9962636383224992,0.5917,2.0936788459551288,0.4951017916720095,0.7857067393118122,0.0022054545454545,0.0788977196164909,0.0643425264157429,0.1395549999999999,0.0632553572869424,0.0138249121334109,0.0028288998053123,49.49264862058386,reference_collect.png,1.095452300800481,0.8092036187910179,3.90830791928642,2.3839886563139263,3.8659417629241934,1.0,1.5,2.1201095581054688,0.057459553082783964,160,0.10607066253821057,1,0.03904732689261434,160,0.08049338186780615,1,,,,
