sensor,width_px,height_px,split,seed,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds
hard_1mm_r1,320,180,cycle,1,0.14613845944404602,0.17116908729076385,0.19011549651622772,0.7148398756980896,0.03588557615876198,0.12971888482570648,0.9189110994338989,0.03531624376773834,0.17408642172813416,119,55,anti,595,231,174,1.9910300970077515,0.0008669690578244627,0.0006625932292081416,0.00013762667367700487,30,30,19,0.2000858771700819,0.3055316503945883,64,64,1,13.3
hard_1mm_r1,320,180,cycle,2,0.1719459742307663,0.20307841897010803,0.19011549651622772,0.5986107587814331,0.03266903758049011,0.12971888482570648,0.933634340763092,0.03834964334964752,0.08369138836860657,119,55,anti,595,231,174,1.9910300970077515,0.0007073198794387281,0.0007265895837917924,0.00010254743392579257,30,30,23,0.18908755679090483,0.29443497265572155,64,64,1,13.2
hard_1mm_r1,160,90,cycle,0,0.15242062509059906,0.17614978551864624,0.19011549651622772,0.6980031728744507,0.03530015051364899,0.12971888482570648,0.9248844385147095,0.037878960371017456,0.15033185482025146,119,55,anti,595,231,174,1.9910300970077515,0.0016964495880529284,0.0005330087733455002,0.0001150046446127817,30,30,25,0.19877088290302694,0.29857470359637106,64,64,1,4.9
hard_1mm_r1,160,90,cycle,1,0.2184077352285385,0.2523292601108551,0.19011549651622772,0.3803115487098694,0.03602024167776108,0.12971888482570648,0.9152810573577881,0.04176889732480049,0.12302273511886597,119,55,anti,595,231,174,1.9910300970077515,0.0008043821435421705,0.0006005293689668179,0.000106000792584382,30,30,30,0.17508491708450957,0.29999584346622615,64,64,1,3.7
hard_1mm_r1,160,90,cycle,2,0.13066807389259338,0.1628345400094986,0.19011549651622772,0.7419337034225464,0.04271121323108673,0.12971888482570648,0.886223554611206,0.040567733347415924,0.11916100978851318,119,55,anti,595,231,174,1.9910300970077515,0.001111523131839931,0.00065974285826087,0.00012609336408786476,30,30,29,0.18855073952875218,0.30438522239784144,64,64,1,3.6
hard_1mm_r1,80,45,cycle,0,0.18823134899139404,0.2715831398963928,0.19011549651622772,0.28213340044021606,0.03740518540143967,0.12971888482570648,0.9027515649795532,0.041463952511548996,0.34101811051368713,119,55,anti,595,231,174,1.9910300970077515,0.0008742343634366989,0.0006496518035419285,9.215137106366456e-05,30,30,28,0.23876383164349724,0.29992814497514203,64,64,1,3.5
hard_1mm_r1,80,45,cycle,1,0.12860704958438873,0.18649399280548096,0.19011549651622772,0.6614928841590881,0.04166979715228081,0.12971888482570648,0.8997901678085327,0.04558122158050537,0.223921000957489,119,55,anti,595,231,174,1.9910300970077515,0.0008035749779082835,0.0013553138123825192,0.00010009428660850972,30,30,21,0.2954414656182297,0.32613207664324606,64,64,1,2.2
hard_1mm_r1,80,45,cycle,2,0.12292938679456711,0.16657882928848267,0.19011549651622772,0.7299290895462036,0.04023216664791107,0.12971888482570648,0.9036018252372742,0.04498390853404999,0.17847874760627747,119,55,anti,595,231,174,1.9910300970077515,0.0007309542852453887,0.0005944675649516284,9.78436873992905e-05,30,30,30,0.24161990029471261,0.2749914606928309,64,64,1,2.8
hard_1mm_r1,48,27,cycle,0,0.1901635378599167,0.23794223368167877,0.19011549651622772,0.4489624500274658,0.038105547428131104,0.12971888482570648,0.9000492095947266,0.039186879992485046,0.2747308611869812,119,55,anti,595,231,174,1.9910300970077515,0.0006784201832488179,0.0006585503579117358,0.00011322819773340598,30,30,29,0.2352700145304704,0.2782222326699789,64,64,1,3.5
hard_1mm_r1,48,27,cycle,1,0.17929601669311523,0.24330246448516846,0.19011549651622772,0.42385584115982056,0.04757129028439522,0.12971888482570648,0.7500920295715332,0.052153587341308594,0.32594040036201477,119,55,anti,595,231,174,1.9910300970077515,0.0015103727346286178,0.0007394597632810473,0.00011342521611368284,30,30,30,0.2695685218362247,0.2922649094552705,64,64,1,2.1
hard_1mm_r1,48,27,cycle,2,0.15392926335334778,0.20771890878677368,0.19011549651622772,0.5800571441650391,0.03851587325334549,0.12971888482570648,0.892996072769165,0.03586515039205551,0.22462905943393707,119,55,anti,595,231,174,1.9910300970077515,0.0007307444466277957,0.0005863988772034645,9.496651182416826e-05,30,30,29,0.24651434762137278,0.2786160341072908,64,64,1,2.3
hard_1mm_r1,32,18,cycle,0,0.23418565094470978,0.3351915776729584,0.19011549651622772,-0.09351396560668945,0.042432427406311035,0.12971888482570648,0.8539624810218811,0.040350575000047684,0.4618932604789734,119,55,anti,595,231,174,1.9910300970077515,0.0007098199566826224,0.0007279433193616569,0.00010850909893633798,30,30,30,0.3425693896638245,0.32054191853576924,64,64,1,4.1
hard_1mm_r1,32,18,cycle,1,0.23393681645393372,0.35784149169921875,0.19011549651622772,-0.2462911605834961,0.04433012008666992,0.12971888482570648,0.8634284138679504,0.04992389678955078,0.5249546766281128,119,55,anti,595,231,174,1.9910300970077515,0.0015446721808984876,0.001048161881044507,0.00010020343324868008,30,30,26,0.4050555653932716,0.3717032676135307,64,64,1,2.8
hard_1mm_r1,32,18,cycle,2,0.22673100233078003,0.32183900475502014,0.19011549651622772,-0.008127570152282715,0.036158639937639236,0.12971888482570648,0.8997899293899536,0.04195183515548706,0.4629208445549011,119,55,anti,595,231,174,1.9910300970077515,0.0008873706683516502,0.0006616305327042937,0.00010132269380846992,30,30,28,0.34017358988273044,0.35304325070732084,64,64,1,2.3
hard_1mm_r1,16,9,cycle,0,0.22081945836544037,0.3399679362773895,0.19011549651622772,-0.12490034103393555,0.0437995083630085,0.12971888482570648,0.8535059690475464,0.04412460699677467,0.5011865496635437,119,55,anti,595,231,174,1.9910300970077515,0.0009398743277415633,0.0006404936430044472,0.00010320400906493887,30,30,30,0.3482764380318778,0.37562671677890797,64,64,1,4.5
hard_1mm_r1,16,9,cycle,1,0.2170124053955078,0.3322269320487976,0.19011549651622772,-0.0742560625076294,0.04103456810116768,0.12971888482570648,0.8802409172058105,0.04738260433077812,0.4946693181991577,119,55,anti,595,231,174,1.9910300970077515,0.000814091123174876,0.0006117795128375292,0.00010462570935487747,30,30,30,0.388444009348124,0.3582748602995109,64,64,1,2.8
hard_1mm_r1,16,9,cycle,2,0.25679755210876465,0.3574666976928711,0.19011549651622772,-0.2436819076538086,0.04348337650299072,0.12971888482570648,0.8298400044441223,0.051449328660964966,0.5027472376823425,119,55,anti,595,231,174,1.9910300970077515,0.0012814889196306467,0.0008497352828271687,0.00010506265971343964,30,30,24,0.38975773659073004,0.41232651549500304,64,64,1,2.1
hard_1mm_r1,8,5,cycle,0,0.24872960150241852,0.3423192501068115,0.19011549651622772,-0.14051449298858643,0.05356542393565178,0.12971888482570648,0.7898039221763611,0.05943043902516365,0.44046270847320557,119,55,anti,595,231,174,1.9910300970077515,0.001251052599400282,0.0015508816577494144,0.00011309172259643674,30,30,29,0.38477871357893745,0.4893815754812001,64,64,1,3.7
hard_1mm_r1,8,5,cycle,1,0.2457459568977356,0.3472196161746979,0.19011549651622772,-0.1734015941619873,0.06359653919935226,0.12971888482570648,0.5843441486358643,0.07814490795135498,0.4795181155204773,119,55,anti,595,231,174,1.9910300970077515,0.0012179177720099688,0.0010685079032555223,9.577726450515911e-05,30,30,30,0.3808585255085921,0.42400146253181226,64,64,1,2.0
hard_1mm_r1,8,5,cycle,2,0.23585151135921478,0.34128203988075256,0.19011549651622772,-0.1336134672164917,0.058477576822042465,0.12971888482570648,0.7215008735656738,0.07095912098884583,0.4661543667316437,119,55,anti,595,231,174,1.9910300970077515,0.0012885414762422442,0.0013318972196429968,0.0001107225616578944,30,30,26,0.42849786902676107,0.4426852717544093,64,64,1,2.0
hard_1mm_r2,854,480,cycle,0,0.05476885288953781,0.06861390918493271,0.215550035238266,0.9596465229988098,0.02030397392809391,0.11845756322145462,0.9656244516372681,0.02226600982248783,0.048090796917676926,87,42,anti,694,177,129,1.8539299964904785,0.0007441761554218829,0.0006253485335037112,0.00021856835519429296,30,30,30,0.16045575389257424,0.21840022512748417,64,24,3,116.6
hard_1mm_r2,854,480,cycle,1,0.05266054719686508,0.062374047935009,0.215550035238266,0.9666523933410645,0.01859354041516781,0.11845756322145462,0.9694387912750244,0.01948310248553753,0.047979388386011124,87,42,anti,694,177,129,1.8539299964904785,0.00048025581054389477,0.0007788239745423198,0.00020173777011223137,30,30,26,0.17466194931986695,0.21104058707501255,64,24,3,112.6
hard_1mm_r2,854,480,cycle,2,0.04784702509641647,0.06108713522553444,0.215550035238266,0.9680142998695374,0.02290881611406803,0.11845756322145462,0.9536839723587036,0.027643611654639244,0.06356898695230484,87,42,anti,694,177,129,1.8539299964904785,0.0005754941958002746,0.0005252534756436944,0.00021413595823105425,30,30,25,0.18670109060380918,0.24137428924862275,64,24,3,110.6
hard_1mm_r2,640,360,cycle,0,0.16233190894126892,0.1711728870868683,0.215550035238266,0.7488538026809692,0.03026898019015789,0.11845756322145462,0.9371559023857117,0.027508338913321495,0.1435185670852661,87,42,anti,694,177,129,1.8539299964904785,0.00048025610158219934,0.0005787689005956054,0.00023475891794078052,30,30,30,0.14319774259407858,0.2684888565270914,64,44,1,60.5
hard_1mm_r2,640,360,cycle,1,0.13977724313735962,0.15242968499660492,0.215550035238266,0.8008428812026978,0.021626142784953117,0.11845756322145462,0.9565473198890686,0.02659311704337597,0.1309664398431778,87,42,anti,694,177,129,1.8539299964904785,0.0005272042471915483,0.0004620476101990789,0.0001700048305792734,30,30,19,0.2584912721980202,0.24532951675565903,64,44,1,60.4
hard_1mm_r2,640,360,cycle,2,0.07331902533769608,0.08838532865047455,0.215550035238266,0.9330397844314575,0.019981956109404564,0.11845756322145462,0.9615818858146667,0.0238873939961195,0.0679837316274643,87,42,anti,694,177,129,1.8539299964904785,0.00047840981278568506,0.0005309018888510764,0.00021544075571000576,30,30,30,0.16702648404695802,0.22400078665738726,64,44,1,58.4
hard_1mm_r2,426,240,cycle,0,0.12863682210445404,0.14748011529445648,0.215550035238266,0.8135666847229004,0.021160772070288658,0.11845756322145462,0.9659774303436279,0.021867457777261734,0.1104760393500328,87,42,anti,694,177,129,1.8539299964904785,0.00046280003152787685,0.0006988758686929941,0.00018469362112227827,30,30,29,0.13121271202131377,0.23342849171094301,64,64,1,29.0
hard_1mm_r2,426,240,cycle,1,0.14630267024040222,0.1683654487133026,0.215550035238266,0.7570244669914246,0.02180604822933674,0.11845756322145462,0.9590715169906616,0.02698623202741146,0.08199087530374527,87,42,anti,694,177,129,1.8539299964904785,0.0005127049516886473,0.0005007698200643063,0.00016290943312924355,30,30,30,0.12982253863419854,0.21551237806762005,64,64,1,27.0
hard_1mm_r2,426,240,cycle,2,0.12392445653676987,0.14241784811019897,0.215550035238266,0.8261457085609436,0.02139495499432087,0.11845756322145462,0.958776593208313,0.025237873196601868,0.08581061661243439,87,42,anti,694,177,129,1.8539299964904785,0.0005162360612303019,0.0005341754877008498,0.00019623988191597164,30,30,28,0.17502124027834845,0.22197883950788422,64,64,1,26.9
hard_1mm_r2,320,180,cycle,0,0.2674596607685089,0.2994634807109833,0.215550035238266,0.23132216930389404,0.01910073310136795,0.11845756322145462,0.9663854837417603,0.021575598046183586,0.13579079508781433,87,42,anti,694,177,129,1.8539299964904785,0.0007399723981507123,0.0004874017904512584,0.00020320812473073602,30,30,30,0.12991887829145712,0.26450210506633176,64,64,1,17.2
hard_1mm_r2,320,180,cycle,1,0.18819035589694977,0.21530795097351074,0.215550035238266,0.6026467084884644,0.022412357851862907,0.11845756322145462,0.9624398350715637,0.02504548616707325,0.09582163393497467,87,42,anti,694,177,129,1.8539299964904785,0.0006173438159748912,0.0004826118820346892,0.0002547645417507738,30,30,29,0.16590994648012716,0.2704278062292412,64,64,1,15.1
hard_1mm_r2,320,180,cycle,2,0.1351504623889923,0.16019389033317566,0.215550035238266,0.780037522315979,0.022502370178699493,0.11845756322145462,0.9587143063545227,0.025554902851581573,0.12391207367181778,87,42,anti,694,177,129,1.8539299964904785,0.0005949860205873847,0.0005042865523137152,0.0002583579334896058,30,30,25,0.19737309612527018,0.27131882360426046,64,64,1,14.0
hard_1mm_r2,160,90,cycle,0,0.25643298029899597,0.28847670555114746,0.215550035238266,0.286690354347229,0.025251921266317368,0.11845756322145462,0.9484434723854065,0.02613375335931778,0.2115624099969864,87,42,anti,694,177,129,1.8539299964904785,0.0006698740180581808,0.0005678814486600459,0.00017641574959270656,30,30,30,0.14289248779802569,0.2889487918487376,64,64,1,5.1
hard_1mm_r2,160,90,cycle,1,0.15668489038944244,0.1982005387544632,0.215550035238266,0.663282036781311,0.020285621285438538,0.11845756322145462,0.9608653783798218,0.02304784394800663,0.11313997954130173,87,42,anti,694,177,129,1.8539299964904785,0.0006938715232536197,0.0007108048303052783,0.0001413076533935964,30,30,30,0.15911453051938104,0.2566445345258982,64,64,1,4.2
hard_1mm_r2,160,90,cycle,2,0.18394136428833008,0.2236853986978531,0.215550035238266,0.5711238384246826,0.019611436873674393,0.11845756322145462,0.96586674451828,0.023060277104377747,0.14103753864765167,87,42,anti,694,177,129,1.8539299964904785,0.00053907505935058,0.00057850347366184,0.00021869443298783153,30,30,28,0.21530764659474838,0.2565511822027002,64,64,1,3.9
hard_1mm_r2,80,45,cycle,0,0.19072222709655762,0.2447701394557953,0.215550035238266,0.4864608645439148,0.02472834289073944,0.11845756322145462,0.950052797794342,0.029067708179354668,0.26566585898399353,87,42,anti,694,177,129,1.8539299964904785,0.0005513527430593967,0.0006019581924192607,0.0002070689370157197,30,30,22,0.2570293849758181,0.3163379841605149,64,64,1,3.8
hard_1mm_r2,80,45,cycle,1,0.1599687933921814,0.23522116243839264,0.215550035238266,0.5257476568222046,0.02676202729344368,0.11845756322145462,0.9428145885467529,0.028562039136886597,0.30669307708740234,87,42,anti,694,177,129,1.8539299964904785,0.0006955249118618667,0.0006191415595822036,0.00023530363978352398,30,30,29,0.2308798908156689,0.29551389661885924,64,64,1,2.9
hard_1mm_r2,80,45,cycle,2,0.2874951660633087,0.3741288483142853,0.215550035238266,-0.19977283477783203,0.031397901475429535,0.11845756322145462,0.8552125692367554,0.03989125043153763,0.33727771043777466,87,42,anti,694,177,129,1.8539299964904785,0.0007513219024986029,0.0008517990936525166,0.00016261267592199147,30,30,27,0.27405261168905914,0.34585609004995915,64,64,1,2.2
hard_1mm_r2,48,27,cycle,0,0.21889349818229675,0.35051634907722473,0.215550035238266,-0.05310869216918945,0.03231062367558479,0.11845756322145462,0.9096888303756714,0.03479992225766182,0.525253415107727,87,42,anti,694,177,129,1.8539299964904785,0.0009298083023168147,0.0009515653364360332,0.00019391548994462937,30,30,18,0.4087876888791835,0.36892773471983137,64,64,1,3.7
hard_1mm_r2,48,27,cycle,1,0.20331105589866638,0.3390525281429291,0.215550035238266,0.014649748802185059,0.02737101912498474,0.11845756322145462,0.933559775352478,0.030707595869898796,0.47559401392936707,87,42,anti,694,177,129,1.8539299964904785,0.0005710079567506909,0.0008318829932250082,0.00019854279526043683,30,30,30,0.288151522534725,0.3711073816159351,64,64,1,2.7
hard_1mm_r2,48,27,cycle,2,0.20910699665546417,0.335212379693985,0.215550035238266,0.03684377670288086,0.027963466942310333,0.11845756322145462,0.9282248616218567,0.030842140316963196,0.47771549224853516,87,42,anti,694,177,129,1.8539299964904785,0.000601026345975697,0.0009130576509051025,0.00023190290085040033,30,30,28,0.26147732336170737,0.35296264476021805,64,64,1,2.4
hard_1mm_r2,32,18,cycle,0,0.20723295211791992,0.3318452537059784,0.215550035238266,0.05609583854675293,0.03511211648583412,0.11845756322145462,0.9033328890800476,0.03368213772773743,0.4904767870903015,87,42,anti,694,177,129,1.8539299964904785,0.0008605748880654573,0.0008509089821018279,0.0002214541455032304,30,30,25,0.3919199468079493,0.4301867511986339,64,64,1,4.2
hard_1mm_r2,32,18,cycle,1,0.2302234172821045,0.35778796672821045,0.215550035238266,-0.09725630283355713,0.031892117112874985,0.11845756322145462,0.9120907783508301,0.03813350200653076,0.49117979407310486,87,42,anti,694,177,129,1.8539299964904785,0.000695062568411231,0.0007168946322053671,0.0002103258011629805,30,30,27,0.3796551097023384,0.3715727208024364,64,64,1,3.2
hard_1mm_r2,32,18,cycle,2,0.21007488667964935,0.343697726726532,0.215550035238266,-0.012534856796264648,0.031452734023332596,0.11845756322145462,0.8994975090026855,0.03993680700659752,0.5120566487312317,87,42,anti,694,177,129,1.8539299964904785,0.0005800570943392813,0.0008428976288996637,0.00019761119619943202,30,30,28,0.35633892147273083,0.35492266638804293,64,64,1,3.2
hard_1mm_r2,16,9,cycle,0,0.22432632744312286,0.357954204082489,0.215550035238266,-0.09827625751495361,0.07541736215353012,0.11845756322145462,0.39909273386001587,0.10376337170600891,0.5144644975662231,87,42,anti,694,177,129,1.8539299964904785,0.0012932728277519345,0.001508577261120081,0.00014383778034243733,30,30,23,0.4352996095113177,0.42449076162219723,64,64,1,3.8
hard_1mm_r2,16,9,cycle,1,0.2145240753889084,0.34787705540657043,0.215550035238266,-0.03730916976928711,0.041871607303619385,0.11845756322145462,0.8349892497062683,0.052871644496917725,0.5175063014030457,87,42,anti,694,177,129,1.8539299964904785,0.0009916609851643443,0.0012197882169857621,0.0001544108527014032,30,30,25,0.4053752965130105,0.38975919303247486,64,64,1,2.3
hard_1mm_r2,16,9,cycle,2,0.20632082223892212,0.3425881862640381,0.215550035238266,-0.0060079097747802734,0.037935078144073486,0.11845756322145462,0.8812218904495239,0.045063991099596024,0.5200036764144897,87,42,anti,694,177,129,1.8539299964904785,0.0008049718453548849,0.0009583455394022167,0.0001994726771954447,30,30,29,0.36725468594333965,0.38510524081645037,64,64,1,2.3
hard_1mm_r2,8,5,cycle,0,0.21542812883853912,0.34434211254119873,0.215550035238266,-0.016335010528564453,0.0749630331993103,0.11845756322145462,0.41300344467163086,0.09077358990907669,0.5199029445648193,87,42,anti,694,177,129,1.8539299964904785,0.0020817641634494066,0.0014954578364267945,0.00022299021657090634,30,30,30,0.4619403256463043,0.48987631070411813,64,64,1,3.8
hard_1mm_r2,8,5,cycle,1,0.223519966006279,0.3537617325782776,0.215550035238266,-0.07270026206970215,0.06306203454732895,0.11845756322145462,0.4143015146255493,0.08107680827379227,0.5258939862251282,87,42,anti,694,177,129,1.8539299964904785,0.0011989694321528077,0.0014394368045032024,0.0001971889432752505,30,30,27,0.42766853574373537,0.45175798060530326,64,64,1,2.2
hard_1mm_r2,8,5,cycle,2,0.21072044968605042,0.34078747034072876,0.215550035238266,0.004539787769317627,0.04993906617164612,0.11845756322145462,0.7781305313110352,0.05956890806555748,0.5061758756637573,87,42,anti,694,177,129,1.8539299964904785,0.001350281061604619,0.001123942551203072,0.00019853745470754802,30,30,29,0.4141255579352035,0.4246096853482521,64,64,1,2.2
hard_2mm_r1,854,480,cycle,0,0.08290639519691467,0.09546950459480286,0.22613592445850372,0.9084822535514832,0.02256779372692108,0.12681090831756592,0.9575220346450806,0.0264002475887537,0.07658101618289948,81,46,anti,703,170,127,1.6808600425720215,0.0007013907888904214,0.0005765703390352428,0.00013739305722992867,30,30,30,0.1538665418434957,0.22860753886839924,64,24,3,116.8
hard_2mm_r1,854,480,cycle,1,0.06185343489050865,0.07843303680419922,0.22613592445850372,0.9382305145263672,0.027950726449489594,0.12681090831756592,0.9408057928085327,0.03508724272251129,0.08165478706359863,81,46,anti,703,170,127,1.6808600425720215,0.0006653649616055191,0.0008098981343209743,0.0001380197354592383,30,30,30,0.15185235218167475,0.2334488076322219,64,24,3,115.1
hard_2mm_r1,854,480,cycle,2,0.05510685220360756,0.07013072073459625,0.22613592445850372,0.9506152868270874,0.019964205101132393,0.12681090831756592,0.972804069519043,0.021985424682497978,0.07334563881158829,81,46,anti,703,170,127,1.6808600425720215,0.0005502840504050255,0.0005982268485240638,0.00013800646411255002,30,30,30,0.16701764368570038,0.2232387875809389,64,24,3,112.9
hard_2mm_r1,640,360,cycle,0,0.07126472145318985,0.08315827697515488,0.22613592445850372,0.9305636286735535,0.02730643004179001,0.12681090831756592,0.9522348642349243,0.027276283130049706,0.0711674615740776,81,46,anti,703,170,127,1.6808600425720215,0.0006571132689714432,0.00039822509279474616,0.00013881432823836803,30,30,28,0.173489178566641,0.21343842674704158,64,44,1,63.0
hard_2mm_r1,640,360,cycle,1,0.10191907733678818,0.11890876293182373,0.22613592445850372,0.8580276966094971,0.027052393183112144,0.12681090831756592,0.9418529868125916,0.03463686630129814,0.10427530854940414,81,46,anti,703,170,127,1.6808600425720215,0.0008672920521348715,0.0008191350498236716,0.0001206330707645975,30,30,20,0.22401881251870992,0.22175719878252814,64,44,1,61.9
hard_2mm_r1,640,360,cycle,2,0.058784425258636475,0.07344313710927963,0.22613592445850372,0.945840060710907,0.024892471730709076,0.12681090831756592,0.9559874534606934,0.02982589602470398,0.08271963894367218,81,46,anti,703,170,127,1.6808600425720215,0.0005955106462351978,0.0005282530328258872,0.00014716925215907395,30,30,28,0.18699751877004697,0.2325316821827608,64,44,1,58.8
hard_2mm_r1,426,240,cycle,0,0.10323036462068558,0.1327538788318634,0.22613592445850372,0.8230419754981995,0.024401729926466942,0.12681090831756592,0.954185962677002,0.028907224535942078,0.1651589572429657,81,46,anti,703,170,127,1.6808600425720215,0.0006493898690678179,0.0004596275684889406,0.00011820109648397192,30,30,27,0.16172834887443532,0.21932841469259823,64,64,1,30.6
hard_2mm_r1,426,240,cycle,1,0.07151114195585251,0.09219710528850555,0.22613592445850372,0.9146486520767212,0.02402413636445999,0.12681090831756592,0.961297333240509,0.02255125343799591,0.0914289653301239,81,46,anti,703,170,127,1.6808600425720215,0.0005363560048863292,0.00047429470578208566,0.00013339452561922371,30,30,23,0.2107997266191507,0.21399506961598116,64,64,1,27.2
hard_2mm_r1,426,240,cycle,2,0.13955794274806976,0.1591089516878128,0.22613592445850372,0.745806097984314,0.023610111325979233,0.12681090831756592,0.9609329104423523,0.025528721511363983,0.1382354497909546,81,46,anti,703,170,127,1.6808600425720215,0.0006727400468662381,0.0007662122952751815,0.00015347123553510755,30,30,30,0.18678628194382996,0.24444735470940085,64,64,1,27.2
hard_2mm_r1,320,180,cycle,0,0.06881313771009445,0.08662008494138718,0.22613592445850372,0.924662172794342,0.019836032763123512,0.12681090831756592,0.9711527824401855,0.022035786882042885,0.10040879994630814,81,46,anti,703,170,127,1.6808600425720215,0.0007583121187053621,0.0004954960313625634,0.00015493592945858836,30,30,29,0.1710736782079401,0.23417018441592946,64,64,1,16.4
hard_2mm_r1,320,180,cycle,1,0.12687073647975922,0.14862002432346344,0.22613592445850372,0.7782158255577087,0.023688962683081627,0.12681090831756592,0.9630728363990784,0.025141103193163872,0.1279805451631546,81,46,anti,703,170,127,1.6808600425720215,0.0005981980939395726,0.0012842328287661076,0.00012338630040176213,30,30,16,0.2923466952393099,0.23980151344748105,64,64,1,14.3
hard_2mm_r1,320,180,cycle,2,0.0626462772488594,0.08342687040567398,0.22613592445850372,0.9301143884658813,0.025227515026926994,0.12681090831756592,0.9569205641746521,0.023557960987091064,0.07492151111364365,81,46,anti,703,170,127,1.6808600425720215,0.0005379828508011997,0.0010681089479476213,0.00011998026457149535,30,30,29,0.13039392292245183,0.22616032432107364,64,64,1,13.3
hard_2mm_r1,160,90,cycle,0,0.15193404257297516,0.2104491889476776,0.22613592445850372,0.5552966594696045,0.02594713121652603,0.12681090831756592,0.955072283744812,0.0309312604367733,0.21028247475624084,81,46,anti,703,170,127,1.6808600425720215,0.0006212892476469278,0.0005985892494209111,0.000122713710879907,30,30,26,0.22242060019654536,0.23565877465640797,64,64,1,5.2
