principle,measure,sensor,probe,width_px,density_px_per_mm2,mae_mm
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,8,0.1366479789414849,0.1278928556292958
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,16,0.5465919157659396,0.0873590379456388
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,32,2.1863676630637583,0.069720054740678
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,48,4.919327241893458,0.0701602325588174
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,80,13.66479789414849,0.0648086705058522
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,160,54.65919157659396,0.0611092647661474
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,320,218.63676630637585,0.0594264567643113
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,426,387.4738847872644,0.0584975730130779
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,640,874.5470652255034,0.0466707548250463
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,854,1557.1805845263752,0.0460912312815296
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,1280,3498.1882609020136,0.0583344760785209
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cube4,1920,7870.9235870295315,0.0551442715773689
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,8,0.1366479789414849,0.1414743436349582
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,16,0.5465919157659396,0.0793718848226617
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,32,2.1863676630637583,0.0723330899922203
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,48,4.919327241893458,0.0778125876409958
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,80,13.66479789414849,0.0785745085997532
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,160,54.65919157659396,0.0807783881051491
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,320,218.63676630637585,0.0792063215596627
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,426,387.4738847872644,0.0785345444304894
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,640,874.5470652255034,0.0677581236623424
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,854,1557.1805845263752,0.0666775056086677
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,1280,3498.1882609020136,0.0811685332877587
DIGIT,shape_mae_vs_resolution,medium_3mm_r1,cyl4,1920,7870.9235870295315,0.0753591479582738
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,8,0.2080352428834098,0.1324738964071293
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,16,0.8321409715336393,0.1247284819670083
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,32,3.328563886134557,0.1052669914870451
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,48,7.489268743802754,0.1024395208970838
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,80,20.803524288340984,0.0977508292831541
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,160,83.21409715336394,0.0913242687237111
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,320,332.8563886134557,0.0888101721541241
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,426,589.8969333985889,0.0880714348476995
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,640,1331.425554453823,0.0842724521870142
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,854,2370.678612480577,0.0834824511607926
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,1280,5325.702217815292,0.0865592346752411
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cube4,1920,11982.829990084409,0.0844154426654617
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,8,0.2080352428834098,0.1076332867458228
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,16,0.8321409715336393,0.0729897188219007
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,32,3.328563886134557,0.0575501706564202
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,48,7.489268743802754,0.0474994386348897
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,80,20.803524288340984,0.0463534355106004
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,160,83.21409715336394,0.0446639902832159
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,320,332.8563886134557,0.0442881184262085
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,426,589.8969333985889,0.0438971125094654
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,640,1331.425554453823,0.0423044379064005
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,854,2370.678612480577,0.0419093621779046
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,1280,5325.702217815292,0.044114403725521
DIGIT,shape_mae_vs_resolution,soft_1mm_r2,cyl4,1920,11982.829990084409,0.0432959872492713
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,8,0.1832714063117097,0.0919216880100295
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,16,0.7330856252468388,0.0450658429870829
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,32,2.9323425009873554,0.0323381928718164
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,48,6.597770627221551,0.0303332993751839
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,80,18.327140631170973,0.0300850003948882
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,160,73.3085625246839,0.0317110286085382
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,320,293.2342500987356,0.0318818611083999
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,426,519.6775270597474,0.031583635321863
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,640,1172.9370003949423,0.027181478402622
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,854,2088.480765087983,0.0273752326136902
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,1280,4691.748001579769,0.0318376861503795
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cube4,1920,10556.43300355448,0.0303920476688519
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,8,0.1832714063117097,0.1341330628492709
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,16,0.7330856252468388,0.1140342977790312
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,32,2.9323425009873554,0.0895046357957796
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,48,6.597770627221551,0.0843979721539494
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,80,18.327140631170973,0.0876431799454765
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,160,73.3085625246839,0.0874975285825924
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,320,293.2342500987356,0.0872969552276329
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,426,519.6775270597474,0.0869971972602403
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,640,1172.9370003949423,0.0848070637035167
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,854,2088.480765087983,0.0848238579330639
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,1280,4691.748001579769,0.087314126332382
DIGIT,shape_mae_vs_resolution,soft_2mm_r1,cyl4,1920,10556.43300355448,0.0865390269108411
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,8,0.1489288408012087,0.1320103489921785
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,16,0.5957153632048351,0.1064752367453075
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,32,2.3828614528193404,0.0962633815721965
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,48,5.361438268843514,0.101102072975665
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,80,14.892884080120874,0.0976548495209511
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,160,59.571536320483496,0.0971725423948264
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,320,238.286145281934,0.0971530280824796
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,426,422.2970361443775,0.0971931507007575
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,640,953.144581127736,0.0921089403148786
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,854,1697.1279134027243,0.0920232772644655
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,1280,3812.578324510944,0.0984416755354699
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cube4,1920,8578.301230149624,0.0964797364986237
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,8,0.1489288408012087,0.131400532510446
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,16,0.5957153632048351,0.1074932892362937
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,32,2.3828614528193404,0.1041139037835762
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,48,5.361438268843514,0.1200686426389381
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,80,14.892884080120874,0.1207222120392486
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,160,59.571536320483496,0.1245778264033958
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,320,238.286145281934,0.1244079963791534
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,426,422.2970361443775,0.124104251109378
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,640,953.144581127736,0.1143488997149631
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,854,1697.1279134027243,0.1144898356425926
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,1280,3812.578324510944,0.1254119338023827
DIGIT,shape_mae_vs_resolution,soft_3mm_r1,cyl4,1920,8578.301230149624,0.122635936878936
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,8,0.2144471284296946,0.9550736365788186
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,16,0.8577885137187786,-0.1467359702492152
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,32,3.4311540548751145,-0.8198787022672387
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,48,7.720096623469007,-0.6055737180549201
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,80,21.44471284296947,-0.612861261205961
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,160,85.77885137187788,-0.2838115894209259
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,320,343.1154054875115,-0.4847434479957466
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,426,608.0782356079261,-0.4594862758491662
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,640,1372.461621950046,0.3534911668121081
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,854,2443.745654966113,0.0074735311851812
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,1280,5489.846487800184,-0.3472793462093069
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cube4,1920,12352.154597550414,-0.272848179560937
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,8,0.2144471284296946,0.3679944791579377
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,16,0.8577885137187786,-0.9454747162242852
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,32,3.4311540548751145,-0.6693559922885255
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,48,7.720096623469007,-0.490888277081587
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,80,21.44471284296947,-0.4108769391642868
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,160,85.77885137187788,-0.3880571014884912
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,320,343.1154054875115,-0.3767217484733294
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,426,608.0782356079261,-0.3695966457091062
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,640,1372.461621950046,-0.3230531973607
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,854,2443.745654966113,-0.3282857491389395
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,1280,5489.846487800184,-0.3753896764711983
DIGIT,shape_size_err_vs_resolution,hard_1mm_r1,cyl4,1920,12352.154597550414,-0.3609714975239981
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,8,0.1873050124230148,0.5631119826452631
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,16,0.7492200496920595,-0.3028638439225433
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,32,2.996880198768238,-0.197924635013325
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,48,6.742980447228534,-0.2112098966610691
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,80,18.73050124230149,-0.2749098460087831
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,160,74.92200496920594,-0.3156461106703165
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,320,299.6880198768238,-0.3223749128928386
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,426,531.1150692887351,-0.3205614106993648
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,640,1198.752079507295,-0.26369332799751
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,854,2134.4459756297424,-0.2753764137945511
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,1280,4795.00831802918,-0.3493786495233832
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cube4,1920,10788.76871556566,-0.3687519250082518
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,8,0.1873050124230148,0.7984172761119419
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,16,0.7492200496920595,-0.3271640463001786
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,32,2.996880198768238,-1.0606276364322669
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,48,6.742980447228534,-1.05058028016773
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,80,18.73050124230149,-1.0696922497747097
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,160,74.92200496920594,-1.0537272874672814
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,320,299.6880198768238,-1.0639024251169165
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,426,531.1150692887351,-1.063529445651317
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,640,1198.752079507295,-1.0274413522032018
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,854,2134.4459756297424,-1.0284698901586018
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,1280,4795.00831802918,-1.0715270061904223
DIGIT,shape_size_err_vs_resolution,hard_2mm_r2,cyl4,1920,10788.76871556566,-1.073086612972646
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,8,0.1325404262367185,2.1837508509324515
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,16,0.5301617049468742,0.6803764485309047
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,32,2.120646819787497,0.7448380177000962
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,48,4.771455344521867,0.8387530922864768
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,80,13.25404262367186,0.8576967477902553
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,160,53.01617049468744,0.8017559959673903
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,320,212.06468197874975,0.8163123970823625
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,426,375.8266623708553,0.8150638520895486
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,640,848.2587279149991,0.8486280034608233
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,854,1510.372710957166,0.843516301935451
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,1280,3393.0349116599964,0.8279283994131035
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cube4,1920,7634.328551234989,0.8435115291565118
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,8,0.1325404262367185,1.7397775150544303
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,16,0.5301617049468742,0.5351681027424293
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,32,2.120646819787497,0.5748814576304913
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,48,4.771455344521867,0.5623742373473046
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,80,13.25404262367186,0.4853206429564798
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,160,53.01617049468744,0.5177700618060008
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,320,212.06468197874975,0.534704401886283
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,426,375.8266623708553,0.5492527552424082
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,640,848.2587279149991,0.6257139450730858
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,854,1510.372710957166,0.6360951694712043
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,1280,3393.0349116599964,0.5459301730697828
DIGIT,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,1920,7634.328551234989,0.5911504770729445
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,8,0.2105932207992063,1.646879295887361
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,16,0.8423728831968254,1.9297561804934464
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,32,3.3694915327873014,1.1283614729185016
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,48,7.581355948771427,1.2758392394382412
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,80,21.05932207992063,1.228350155324157
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,160,84.23728831968252,1.081742936059806
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,320,336.9491532787301,1.1155103542345488
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,426,597.1502396524494,1.1426540526273523
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,640,1347.7966131149203,1.256648526553187
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,854,2399.8282096936555,1.266992000990852
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,1280,5391.186452459681,1.154121313958309
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cube4,1920,12130.169518034289,1.2075523235125916
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,16,0.8423728831968254,-0.7481560965917802
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,32,3.3694915327873014,-0.6047008608824078
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,48,7.581355948771427,-0.4111790623386624
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,80,21.05932207992063,-0.3948204793172394
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,160,84.23728831968252,-0.3836941373008629
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,320,336.9491532787301,-0.3520592326000575
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,426,597.1502396524494,-0.3416686268410642
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,640,1347.7966131149203,-0.1946520332615877
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,854,2399.8282096936555,-0.1894322272800912
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,1280,5391.186452459681,-0.3286814960203275
DIGIT,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,1920,12130.169518034289,-0.2303816181749445
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,8,0.1736710977330496,1.270038191947565
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,16,0.6946843909321986,0.4667854355716914
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,32,2.7787375637287943,0.0062661839861775
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,48,6.252159518389789,0.1013830002049784
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,80,17.367109773304964,0.161635441088384
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,160,69.46843909321986,0.1704267558109187
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,320,277.8737563728794,0.1971500242772368
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,426,492.45525206567055,0.2139211983890465
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,640,1111.4950254915177,0.334520868942457
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,854,1979.079848660576,0.3369879687849293
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,1280,4445.980101966071,0.2007127993338482
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cube4,1920,10003.45522942366,0.2625033842186361
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,8,0.1736710977330496,0.843902117172572
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,16,0.6946843909321986,-0.8186465364681901
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,32,2.7787375637287943,-0.9706539265413068
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,48,6.252159518389789,-1.0228449519332288
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,80,17.367109773304964,-1.0199387194624283
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,160,69.46843909321986,-1.0106549299960688
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,320,277.8737563728794,-0.9832818371845328
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,426,492.45525206567055,-0.9618160806364418
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,640,1111.4950254915177,-0.8929212422450399
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,854,1979.079848660576,-0.8913322956639362
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,1280,4445.980101966071,-0.9547303310648996
DIGIT,shape_size_err_vs_resolution,medium_2mm_r1,cyl4,1920,10003.45522942366,-0.9182105206581084
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,8,0.1366479789414849,1.9132952936990184
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,16,0.5465919157659396,0.481537274737013
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,32,2.1863676630637583,1.0102499799049482
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,48,4.919327241893458,0.9730302913902236
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,80,13.66479789414849,0.925443058994598
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,160,54.65919157659396,0.9268499245140402
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,320,218.63676630637585,0.9118012854747172
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,426,387.4738847872644,0.913641867038698
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,640,874.5470652255034,0.9232085958749784
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,854,1557.1805845263752,0.9184636884418635
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,1280,3498.1882609020136,0.9000079549583413
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cube4,1920,7870.9235870295315,0.8855878981411918
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,8,0.1366479789414849,2.337850794213643
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,16,0.5465919157659396,-0.0479300115578573
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,32,2.1863676630637583,0.0906458293495671
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,48,4.919327241893458,0.1478540332590956
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,80,13.66479789414849,0.0761789000635326
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,160,54.65919157659396,0.0753905363039004
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,320,218.63676630637585,-0.0164908415620814
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,426,387.4738847872644,-0.0324133426882382
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,640,874.5470652255034,-0.0613381553541665
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,854,1557.1805845263752,-0.0702623788142928
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,1280,3498.1882609020136,-0.0398637929389735
DIGIT,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,1920,7870.9235870295315,-0.107497718616853
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,8,0.2080352428834098,0.3195781573436642
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,16,0.8321409715336393,-1.4737514078236016
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,32,3.328563886134557,-0.5761946441713919
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,48,7.489268743802754,-0.3203160935549363
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,80,20.803524288340984,0.0365906116848711
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,160,83.21409715336394,0.2693446099033325
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,320,332.8563886134557,0.8665740152340451
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,426,589.8969333985889,1.076051812640002
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,640,1331.425554453823,1.1751017331141205
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,854,2370.678612480577,1.272768623906062
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,1280,5325.702217815292,1.450375132788681
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cube4,1920,11982.829990084409,1.3217947062626925
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,8,0.2080352428834098,4.009118906719097
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,16,0.8321409715336393,-0.2947928523364784
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,32,3.328563886134557,1.2815661198947312
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,48,7.489268743802754,2.9040608568824977
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,80,20.803524288340984,3.345766747601206
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,160,83.21409715336394,3.485230097395985
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,320,332.8563886134557,3.518950712209464
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,426,589.8969333985889,3.533877684899579
DIGIT,shape_size_err_vs_resolution,soft_1mm_r2,cyl4,640,1331.425554453823,3.605119623325829
