sensor,hardness,thickness_mm,width_px,density_px_per_mm2,mae_N,principle,measure
medium_3mm_r1,medium,3,854,2010.6558671139067,0.0235616927966475,DIGIT_Marker,shear
medium_3mm_r1,medium,3,1280,4516.915264,0.01948715746402735,DIGIT_Marker,shear
medium_3mm_r1,medium,3,1920,10163.059344,0.0187994353473186,DIGIT_Marker,shear
soft_1mm_r1,soft,1,8,0.27041733361111114,0.06971042603254315,DIGIT_Marker,shear
soft_1mm_r1,soft,1,16,1.0816693344444446,0.05741913430392735,DIGIT_Marker,shear
soft_1mm_r1,soft,1,32,4.326677337777778,0.0430515352636575,DIGIT_Marker,shear
soft_1mm_r1,soft,1,48,9.735024010000002,0.0424311105161905,DIGIT_Marker,shear
soft_1mm_r1,soft,1,80,27.041733361111106,0.03793825395405285,DIGIT_Marker,shear
soft_1mm_r1,soft,1,160,108.16693344444442,0.03456068970263,DIGIT_Marker,shear
soft_1mm_r1,soft,1,320,432.6677337777777,0.04043586645275345,DIGIT_Marker,shear
soft_1mm_r1,soft,1,426,766.7852505376562,0.04209471680223935,DIGIT_Marker,shear
soft_1mm_r1,soft,1,640,1730.6709351111108,0.0380985643714666,DIGIT_Marker,shear
soft_1mm_r1,soft,1,854,3081.557626248767,0.03566634654998775,DIGIT_Marker,shear
soft_1mm_r1,soft,1,1280,6922.683740444443,0.03596942871809,DIGIT_Marker,shear
soft_1mm_r1,soft,1,1920,15576.038416000001,0.0319390166550874,DIGIT_Marker,shear
soft_2mm_r1,soft,2,8,0.22572001000000003,0.08560999296605584,DIGIT_Marker,shear
soft_2mm_r1,soft,2,16,0.9028800400000001,0.0726235378533601,DIGIT_Marker,shear
soft_2mm_r1,soft,2,32,3.6115201600000004,0.05714667774736875,DIGIT_Marker,shear
soft_2mm_r1,soft,2,48,8.12592036,0.05233033373951905,DIGIT_Marker,shear
soft_2mm_r1,soft,2,80,22.572001000000004,0.048150820657610796,DIGIT_Marker,shear
soft_2mm_r1,soft,2,160,90.28800400000002,0.0442283265292644,DIGIT_Marker,shear
soft_2mm_r1,soft,2,320,361.15201600000006,0.05308903194963925,DIGIT_Marker,shear
soft_2mm_r1,soft,2,426,640.0431958556251,0.0524598397314548,DIGIT_Marker,shear
soft_2mm_r1,soft,2,640,1444.6080640000002,0.054635973647236796,DIGIT_Marker,shear
soft_2mm_r1,soft,2,854,2572.2064814556247,0.05246752128005025,DIGIT_Marker,shear
soft_2mm_r1,soft,2,1280,5778.432256000001,0.0517359804362058,DIGIT_Marker,shear
soft_2mm_r1,soft,2,1920,13001.472576000004,0.0476045440882444,DIGIT_Marker,shear
soft_3mm_r1,soft,3,8,0.17921111111111107,0.1225049383938312,DIGIT_Marker,shear
soft_3mm_r1,soft,3,16,0.7168444444444443,0.08185853064060206,DIGIT_Marker,shear
soft_3mm_r1,soft,3,32,2.867377777777777,0.07170713692903516,DIGIT_Marker,shear
soft_3mm_r1,soft,3,48,6.451599999999998,0.0665625892579555,DIGIT_Marker,shear
soft_3mm_r1,soft,3,80,17.921111111111113,0.07591020129621025,DIGIT_Marker,shear
soft_3mm_r1,soft,3,160,71.68444444444445,0.03574576601386065,DIGIT_Marker,shear
soft_3mm_r1,soft,3,320,286.7377777777778,0.0404256079345941,DIGIT_Marker,shear
soft_3mm_r1,soft,3,426,508.16430625000004,0.04209377057850355,DIGIT_Marker,shear
soft_3mm_r1,soft,3,640,1146.9511111111112,0.0402781087905168,DIGIT_Marker,shear
soft_3mm_r1,soft,3,854,2042.2114173611108,0.040990557521581594,DIGIT_Marker,shear
soft_3mm_r1,soft,3,1280,4587.804444444445,0.0428893864154815,DIGIT_Marker,shear
soft_3mm_r1,soft,3,1920,10322.56,0.03902852907776825,DIGIT_Marker,shear
