probe,repeat,target,true,recon,flat,width_x,width_y,angle_deg,lut,sensor
cyl4,3,0.5,0.4734114868606944,0.42534029483795166,0.027197467163205147,3.9381848279367713,3.9381848279367713,21.227649688720703,corrected,hard_2mm_r1
cyl4,3,0.6,0.5757811438117564,0.4953150153160095,0.018282713368535042,4.206980826681243,4.206980826681243,27.58203125,corrected,hard_2mm_r1
cube4,1,0.1,0.0823480876291853,-0.004035829566419125,0.014162260107696056,3.8803131126380244,3.1380032859883147,39.04981231689453,raw,hard_2mm_r1
cube4,1,0.2,0.1772594204869335,0.02963920682668686,0.024064600467681885,4.75840406540621,4.692770399792161,64.67024993896484,raw,hard_2mm_r1
cube4,1,0.3,0.276754193098661,0.16237668693065643,0.04553912207484245,4.250156573282456,3.867079428914351,7.917502403259277,raw,hard_2mm_r1
cube4,1,0.4,0.3737332487074347,0.30553850531578064,0.03689795359969139,4.405629833471576,4.263152669733831,4.134671211242676,raw,hard_2mm_r1
cube4,1,0.5,0.4834344282581426,0.3867397904396057,0.027499746531248093,4.762516068976767,4.528107525474511,76.41400909423828,raw,hard_2mm_r1
cube4,1,0.6,0.5744062539560488,0.44624391198158264,0.008127839304506779,5.065689053494704,4.818852225324868,77.7748794555664,raw,hard_2mm_r1
cube4,1,0.1,0.0823480876291853,-0.005330032669007778,0.017148667946457863,3.878567899708176,3.1380032859883147,39.04981231689453,corrected,hard_2mm_r1
cube4,1,0.2,0.1772594204869335,0.03863045945763588,0.03634342551231384,5.086108117430591,4.217620558459355,5.7441582679748535,corrected,hard_2mm_r1
cube4,1,0.3,0.276754193098661,0.22434289753437042,0.05581510439515114,4.316695177574327,3.916808915332763,7.96960973739624,corrected,hard_2mm_r1
cube4,1,0.4,0.3737332487074347,0.3824494779109955,0.0378180630505085,4.46087250711384,4.442233168020444,1.5207698345184326,corrected,hard_2mm_r1
cube4,1,0.5,0.4834344282581426,0.46383967995643616,0.027513891458511353,4.9538559252006555,4.683880857661978,78.4300308227539,corrected,hard_2mm_r1
cube4,1,0.6,0.5744062539560488,0.5233438611030579,0.008127845823764801,5.158641622590147,4.878633760404585,77.753662109375,corrected,hard_2mm_r1
cyl4,1,0.1,0.09613712775365,0.012358634732663631,0.01029276940971613,2.7027162904360535,2.7027162904360535,31.383190155029297,raw,hard_2mm_r2
cyl4,1,0.2,0.1728808117988372,0.06576243788003922,0.028616834431886673,2.950428527513836,2.950428527513836,7.616462230682373,raw,hard_2mm_r2
cyl4,1,0.3,0.2789408283531642,0.20979897677898407,0.0368705615401268,3.333506084397329,3.333506084397329,66.58396911621094,raw,hard_2mm_r2
cyl4,1,0.4,0.3762355367909435,0.3270159661769867,0.028061266988515854,3.844223649870926,3.844223649870926,39.053138732910156,raw,hard_2mm_r2
cyl4,1,0.5,0.4756748528049712,0.41257351636886597,0.023071207106113434,4.11224803507862,4.11224803507862,23.30489158630371,raw,hard_2mm_r2
cyl4,1,0.6,0.57684883741139,0.45905011892318726,0.00887782871723175,4.366271842859682,4.366271842859682,86.14319610595703,raw,hard_2mm_r2
cyl4,2,0.1,0.0700203179630349,0.015485890209674835,0.009608541615307331,2.790408744251599,2.790408744251599,88.88761138916016,raw,hard_2mm_r2
cyl4,2,0.2,0.1715983093807942,0.06092752516269684,0.027663642540574074,3.043556761138567,3.043556761138567,7.6839823722839355,raw,hard_2mm_r2
cyl4,2,0.3,0.2740305917417593,0.20849347114562988,0.037877537310123444,3.240592711517224,3.240592711517224,26.231937408447266,raw,hard_2mm_r2
cyl4,2,0.4,0.3746550230590024,0.3205779194831848,0.027499983087182045,3.815092006112021,3.815092006112021,36.689720153808594,raw,hard_2mm_r2
cyl4,2,0.5,0.4745345245087051,0.40593263506889343,0.024248650297522545,4.090029082152489,4.090029082152489,23.96249008178711,raw,hard_2mm_r2
cyl4,2,0.6,0.5746746543566381,0.4575646221637726,0.010349437594413757,4.3573241397563605,4.3573241397563605,29.919206619262695,raw,hard_2mm_r2
cyl4,3,0.1,0.068513477261721,0.01424545980989933,0.009880934841930866,2.78023646204461,2.78023646204461,23.720394134521484,raw,hard_2mm_r2
cyl4,3,0.2,0.1716404076661746,0.054990433156490326,0.026873070746660233,3.0460778450301285,3.0460778450301285,16.16449737548828,raw,hard_2mm_r2
cyl4,3,0.3,0.2739806053261588,0.20651961863040924,0.037031449377536774,3.1798186485388893,3.1798186485388893,28.442928314208984,raw,hard_2mm_r2
cyl4,3,0.4,0.3680770599898189,0.3197360634803772,0.02686130255460739,3.8250827656699498,3.8250827656699498,31.890790939331055,raw,hard_2mm_r2
cyl4,3,0.5,0.476263779612367,0.39810094237327576,0.026454105973243713,4.039357428754464,4.039357428754464,9.659893035888672,raw,hard_2mm_r2
cyl4,3,0.6,0.5725149731597021,0.4568263292312622,0.010332601144909859,4.32397187682147,4.32397187682147,17.300527572631836,raw,hard_2mm_r2
cyl4,1,0.1,0.09613712775365,0.018849942833185196,0.017238130792975426,2.683597023154484,2.683597023154484,31.383190155029297,corrected,hard_2mm_r2
cyl4,1,0.2,0.1728808117988372,0.11968597024679184,0.047969572246074677,2.926536123394188,2.926536123394188,21.037511825561523,corrected,hard_2mm_r2
cyl4,1,0.3,0.2789408283531642,0.32266128063201904,0.04730598255991936,3.5806367180440652,3.5806367180440652,9.462321281433105,corrected,hard_2mm_r2
cyl4,1,0.4,0.3762355367909435,0.4579502046108246,0.02989259548485279,3.9995957745318798,3.9995957745318798,27.937145233154297,corrected,hard_2mm_r2
cyl4,1,0.5,0.4756748528049712,0.5457561612129211,0.02334817498922348,4.279843547758989,4.279843547758989,1.2453641891479492,corrected,hard_2mm_r2
