probe,ix,iy,x_mm,y_mm,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,1,-4.0,0.0,0.3,0.29834970652085957,0.21727790244184178,ball4_x-4.00_y+0.00_d0.30.png,1789035899.2511363,-0.001251148917890177,-0.0034157748364840755,-0.21727790244184178,34.77968597412109,360.0157165527343,36.93556976318359,4427,37.53875152606492,"[585.3327309690535, 277.6690761237859]",12
ball4,1,1,-2.0,0.0,0.15,0.13958033176725593,0.08865181684573428,ball4_x-2.00_y+0.00_d0.15.png,1789035901.9832923,0.015546698630412692,0.014801100470707063,-0.08865181684573428,36.52317428588867,361.0253601074218,37.09927368164062,4180,36.47650372840365,"[667.8277511961722, 465.2461722488038]",12
ball4,1,1,-2.0,0.0,0.3,0.2929406628406035,0.2639569305672779,ball4_x-2.00_y+0.00_d0.30.png,1789035904.3233364,0.002189550847104371,0.000710518974345753,-0.2639569305672779,36.52263259887695,361.0181884765625,36.94933319091797,15721,70.7400149893635,"[662.7620380382928, 480.1990331403855]",12
ball4,2,1,0.0,0.0,0.15,0.1309494714938566,0.11855363965671302,ball4_x+0.00_y+0.00_d0.15.png,1789035907.055488,0.007634738426256149,0.012134958457567357,-0.11855363965671302,38.2422409057617,362.0204772949218,37.10480499267578,25926,90.84328323657704,"[821.2124122502507, 519.7225179356631]",12
ball4,2,1,0.0,0.0,0.3,0.2810496288142268,0.22724951565737114,ball4_x+0.00_y+0.00_d0.30.png,1789035909.7876396,0.0007812966398820009,-0.0004845007520794198,-0.22724951565737114,38.25088500976562,362.012481689453,36.94862747192383,56536,134.14905040769685,"[827.8220072166407, 519.5702738078393]",12
ball4,3,1,2.0,0.0,0.15,0.1162195994429247,0.12051342953690777,ball4_x+2.00_y+0.00_d0.15.png,1789035912.907818,0.003422922226419445,0.010363331319025093,-0.12051342953690777,39.97902297973633,363.0162963867187,37.10554885864258,30086,97.86046819694624,"[986.2180083759888, 593.5841255068802]",12
ball4,3,1,2.0,0.0,0.3,0.25966112284956466,0.23445722069279212,ball4_x+2.00_y+0.00_d0.30.png,1789035915.6400635,0.0014717792293300392,-0.0008749096394232936,-0.23445722069279212,39.9865493774414,363.0101928710937,36.94740295410156,66140,145.09657429517733,"[987.5251587541578, 603.3694133655881]",12
ball4,4,1,4.0,0.0,0.15,0.09728746736674054,0.14781672902126672,ball4_x+4.00_y+0.00_d0.15.png,1789035918.372216,0.013067445203538952,0.004890884556684761,-0.14781672902126672,41.72053146362304,364.0146484375,37.11144638061523,15033,69.17479684828085,"[1172.656755138695, 665.142153928025]",12
ball4,4,1,4.0,0.0,0.3,0.24716593756639327,0.27298570030324354,ball4_x+4.00_y+0.00_d0.30.png,1789035920.712341,0.0017257393928431953,-0.003863152078359455,-0.27298570030324354,41.71821212768554,364.0203552246093,36.95977783203125,42409,116.1860747386208,"[1154.7085760098093, 662.7156735598576]",12
ball4,0,2,-4.0,2.5,0.15,0.09199989236273964,0.10271805646955556,ball4_x-4.00_y+2.50_d0.15.png,1789035925.7846274,-0.0026381818839251283,0.012316926751034884,-0.10271805646955556,33.53187942504883,362.187286376953,37.11203384399414,0,0.0,None,12
ball4,0,2,-4.0,2.5,0.3,0.2374101826013586,0.23851680186224372,ball4_x-4.00_y+2.50_d0.30.png,1789035928.1248071,-0.00021931099653542673,0.00332835715644908,-0.23851680186224372,33.52809906005859,362.1846923828125,36.96518325805664,2477,28.07941573603784,"[466.0468308437626, 493.97698829228904]",12
ball4,1,2,-2.0,2.5,0.15,0.0790807125059807,0.13910938750027527,ball4_x-2.00_y+2.50_d0.15.png,1789035930.8569424,0.004143115557063837,0.018952397041965875,-0.13910938750027527,35.26106643676758,363.1868591308593,37.11950302124023,3284,32.33155836373447,"[627.1802679658953, 594.8882460414129]",12
ball4,1,2,-2.0,2.5,0.3,0.2226727097034633,0.26741906083595096,ball4_x-2.00_y+2.50_d0.30.png,1789035933.1969695,-0.0021457789157334874,0.0007682482512514355,-0.26741906083595096,35.2646141052246,363.182403564453,36.97010421752929,14809,68.65749124819342,"[662.1836045647917, 605.3986089540144]",12
ball4,2,2,0.0,2.5,0.15,0.05810433466050924,0.1258584815548204,ball4_x+0.00_y+2.50_d0.15.png,1789035935.9291215,0.004187331095602431,0.007607455775702832,-0.1258584815548204,37.0045585632324,364.1883239746093,37.13255310058593,21037,81.8308320601007,"[751.9302657222988, 682.9152921043875]",12
ball4,2,2,0.0,2.5,0.3,0.2035044116720961,0.2875596145616811,ball4_x+0.00_y+2.50_d0.30.png,1789035938.6613452,-0.0026260294477047806,-0.0016030183073871384,-0.2875596145616811,37.00527954101562,364.1769714355468,36.9649543762207,40221,113.14920208378955,"[749.9717560478357, 679.5658984112777]",12
ball4,3,2,2.0,2.5,0.15,0.041344264431561584,0.14018387329746532,ball4_x+2.00_y+2.50_d0.15.png,1789035941.78145,0.021042447580955324,0.001822868973241576,-0.14018387329746532,38.74317169189453,365.1820373535156,37.12369537353515,30733,98.9071166907945,"[891.1176585429344, 766.595386067094]",12
ball4,3,2,2.0,2.5,0.3,0.18854114406642708,0.32023953314883047,ball4_x+2.00_y+2.50_d0.30.png,1789035944.5136914,-0.00573526343098969,0.005083478333817837,-0.32023953314883047,38.73382568359375,365.1768188476562,36.97463226318359,55304,132.6793501096096,"[889.9098618544771, 769.9460256039346]",12
ball4,4,2,4.0,2.5,0.15,0.03192298785208436,0.18229380998014905,ball4_x+4.00_y+2.50_d0.15.png,1789035947.637814,0.007809555197730944,0.01718873308758706,-0.18229380998014905,40.46971893310547,366.1822509765625,37.13221359252929,17986,75.66453338851473,"[1036.8503280329144, 854.8353163571667]",12
ball4,4,2,4.0,2.5,0.3,0.18342420763359257,0.37050669177704093,ball4_x+4.00_y+2.50_d0.30.png,1789035949.9780042,-0.004798395717357096,0.0030346410769972465,-0.37050669177704093,40.471622467041,366.177276611328,36.98556518554687,0,0.0,None,12
