sensor,width_px,height_px,split,seed,fx_mae,fy_mae,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds,hardness,thickness_mm
hard_1mm_r1,426,240,cycle,0,0.0216881055384874,0.0344022326171398,0.1748989075422287,0.1979226917028427,0.4310285151004791,0.8663912415504456,0.0348923653364181,0.1646454185247421,0.9510440826416016,0.0298792347311973,0.1422967165708542,61,70,none,1,735,134,131,2.8247201442718506,0.0007190548931248,0.0008080298430286,0.000163501521456,30,30,29,0.2028610086765419,0.2770689699187207,64,64,1,15.4,hard,1
hard_1mm_r1,426,240,cycle,1,0.0211437065154314,0.0251782853156328,0.1433134227991104,0.1673374027013778,0.4310285151004791,0.9044941663742064,0.0237329844385385,0.1646454185247421,0.9696601629257202,0.0341739505529403,0.131394624710083,61,70,none,1,735,134,131,2.8247201442718506,0.0009118866873905,0.000400894525228,0.0001492533338023,30,30,29,0.1419032739133251,0.2471800250793571,64,64,1,13.9,hard,1
hard_1mm_r1,426,240,cycle,2,0.0281475353986024,0.029497317969799,0.0875358507037162,0.1098916605114936,0.4310285151004791,0.9588117599487304,0.0336763225495815,0.1646454185247421,0.9492772817611694,0.0412179715931415,0.0819129645824432,61,70,none,1,735,134,131,2.8247201442718506,0.0007495456375181,0.0004288902564439,0.0001346752542303,30,30,24,0.1953704665307285,0.2451990184499256,64,64,1,14.0,hard,1
hard_1mm_r1,320,180,cycle,0,0.022743921726942,0.0215702131390571,0.1007308885455131,0.1235431507229805,0.4310285151004791,0.9479427337646484,0.0248674415051937,0.1646454185247421,0.9718588590621948,0.0291422680020332,0.0832456797361373,61,70,none,1,735,134,131,2.8247201442718506,0.0006089665112085,0.0004061150248162,0.0001613164058653,30,30,29,0.23959778376988,0.255581914488949,64,64,1,9.4,hard,1
hard_1mm_r1,320,180,cycle,1,0.0304108448326587,0.0435387901961803,0.087947778403759,0.1133305579423904,0.4310285151004791,0.9561935663223268,0.0464774072170257,0.1646454185247421,0.9244601726531982,0.038308884948492,0.0733145326375961,61,70,none,1,735,134,131,2.8247201442718506,0.0008201218442991,0.0004763224278576,0.0001418122119503,30,30,29,0.1556598812544427,0.2682256894325142,64,64,1,8.2,hard,1
hard_1mm_r1,320,180,cycle,2,0.0193068999797105,0.022576855495572,0.0828765407204628,0.106785848736763,0.4310285151004791,0.9611070156097412,0.0236613806337118,0.1646454185247421,0.973900556564331,0.0292028523981571,0.0663299933075904,61,70,none,1,735,134,131,2.8247201442718506,0.0005417906213551,0.0007527468260377,0.000158228285727,30,30,30,0.1363828672032778,0.2414683343759223,64,64,1,8.2,hard,1
hard_1mm_r1,160,90,cycle,0,0.0217269752174615,0.0207277815788984,0.0825388953089714,0.1075397729873657,0.4310285151004791,0.960555911064148,0.0208888705819845,0.1646454185247421,0.9788311719894408,0.0251035317778587,0.0683875605463981,61,70,none,1,735,134,131,2.8247201442718506,0.0005402019596658,0.0003890031366609,0.000175418172148,30,30,29,0.2247932563833639,0.2375386428477159,64,64,1,3.9,hard,1
hard_1mm_r1,160,90,cycle,1,0.0227821208536624,0.0276654101908206,0.1048342734575271,0.1361745446920395,0.4310285151004791,0.9367536306381226,0.0300831384956836,0.1646454185247421,0.963183045387268,0.0292241536080837,0.0733009800314903,61,70,none,1,735,134,131,2.8247201442718506,0.0007202312117442,0.0004893385339528,0.0001705179311102,30,30,27,0.1570693152291434,0.2499587117736019,64,64,1,3.0,hard,1
hard_1mm_r1,160,90,cycle,2,0.0172769073396921,0.027254618704319,0.2038433849811554,0.2250207066535949,0.4310285151004791,0.8273014426231384,0.0258790776133537,0.1646454185247421,0.9677509069442748,0.0322088152170181,0.1725822240114212,61,70,none,1,735,134,131,2.8247201442718506,0.0007677977555431,0.0003953023115172,0.0001582132244948,30,30,30,0.1559136994031011,0.2554054269150121,64,64,1,3.0,hard,1
hard_1mm_r1,80,45,cycle,0,0.031974758952856,0.0189121104776859,0.0932724699378013,0.1135290786623954,0.4310285151004791,0.9560399651527404,0.0276524275541305,0.1646454185247421,0.9681838154792786,0.0300846491008996,0.0747025385499,61,70,none,1,735,134,131,2.8247201442718506,0.0005949538317508,0.0007420930196531,0.0001571115863043,30,30,30,0.2699134995337246,0.2665299497433562,64,64,1,3.1,hard,1
hard_1mm_r1,80,45,cycle,1,0.023545017465949,0.0376047566533088,0.1078380942344665,0.1408830881118774,0.4310285151004791,0.9323042631149292,0.0297055430710315,0.1646454185247421,0.9607674479484558,0.0366004779934883,0.093146376311779,61,70,none,1,735,134,131,2.8247201442718506,0.0005387952551245,0.0004178204108029,0.0001424841757398,30,30,30,0.2228651423032591,0.2560144751819212,64,64,1,2.1,hard,1
hard_1mm_r1,80,45,cycle,2,0.0243377704173326,0.0198032800108194,0.1095858216285705,0.1640560925006866,0.4310285151004791,0.9082030057907104,0.0246240310370922,0.1646454185247421,0.9634015560150146,0.0408599935472011,0.0674662142992019,61,70,none,1,735,134,131,2.8247201442718506,0.000422147772042,0.0005552933434955,0.000143375917105,30,30,30,0.2293907515856684,0.2326124568483722,64,64,1,2.2,hard,1
hard_1mm_r1,48,27,cycle,0,0.0224711671471595,0.024391945451498,0.1175327897071838,0.1630445122718811,0.4310285151004791,0.9093315601348876,0.025924015790224,0.1646454185247421,0.9662027359008788,0.0399034135043621,0.0696639791131019,61,70,none,1,735,134,131,2.8247201442718506,0.0006559155881404,0.0006666891276836,0.0001421296183252,30,30,30,0.2433221103382759,0.2885267627773,64,64,1,2.9,hard,1
hard_1mm_r1,48,27,cycle,1,0.0198145695030689,0.0282823983579874,0.0972754657268524,0.1241398602724075,0.4310285151004791,0.947438657283783,0.0246296506375074,0.1646454185247421,0.966331422328949,0.0376479737460613,0.0666063800454139,61,70,none,1,735,134,131,2.8247201442718506,0.0006111207185313,0.0004489347047638,0.0001424060174031,30,30,29,0.223017558921762,0.2175719150856359,64,64,1,2.0,hard,1
hard_1mm_r1,48,27,cycle,2,0.0279567055404186,0.0260872468352317,0.1444345116615295,0.1828233450651168,0.4310285151004791,0.8859994411468506,0.0267695970833301,0.1646454185247421,0.9560848474502563,0.0468955114483833,0.0897110700607299,61,70,none,1,735,134,131,2.8247201442718506,0.0007045839447528,0.0004349444061517,0.000144323479617,30,30,20,0.2668630080969155,0.271352796412226,64,64,1,2.0,hard,1
hard_1mm_r1,32,18,cycle,0,0.0273711010813713,0.0401489101350307,0.1236469596624374,0.1749434322118759,0.4310285151004791,0.895614743232727,0.0436350330710411,0.1646454185247421,0.9136446118354796,0.0556266382336616,0.0777737721800804,61,70,none,1,735,134,131,2.8247201442718506,0.0013847165973857,0.0008280984475277,0.0001368787052342,30,30,14,0.3694848118996133,0.2936125833596756,64,64,1,3.3,hard,1
hard_1mm_r1,32,18,cycle,1,0.020626438781619,0.0303830206394195,0.0954317301511764,0.1249802708625793,0.4310285151004791,0.9467245936393738,0.0256618410348892,0.1646454185247421,0.95876544713974,0.0347220711410045,0.0665767863392829,61,70,none,1,735,134,131,2.8247201442718506,0.0006881739245727,0.0005358377820812,0.0001434346340829,30,30,30,0.2563773356327394,0.240720286298154,64,64,1,2.4,hard,1
hard_1mm_r1,32,18,cycle,2,0.0230012126266956,0.0244166478514671,0.1168259233236312,0.1472816467285156,0.4310285151004791,0.9260154366493224,0.0283257886767387,0.1646454185247421,0.9607621431350708,0.038162276148796,0.0769341439008712,61,70,none,1,735,134,131,2.8247201442718506,0.0008580517605878,0.0004291724180802,0.0001441125932615,30,30,27,0.2918473639455782,0.2387726253537989,64,64,1,2.4,hard,1
hard_1mm_r1,16,9,cycle,0,0.0358013585209846,0.0386772491037845,0.1406060010194778,0.1847478747367859,0.4310285151004791,0.8835866451263428,0.0393005833029747,0.1646454185247421,0.901919722557068,0.0678310245275497,0.1189748048782348,61,70,none,1,735,134,131,2.8247201442718506,0.0007115362095646,0.0008279422763735,0.0001459761842852,30,30,29,0.3141706129320625,0.3780922462691122,64,64,1,3.8,hard,1
hard_1mm_r1,16,9,cycle,1,0.0283025950193405,0.029621073976159,0.10597924888134,0.144856721162796,0.4310285151004791,0.9284316301345824,0.0294000245630741,0.1646454185247421,0.9553291201591492,0.0444055274128913,0.0710548534989357,61,70,none,1,735,134,131,2.8247201442718506,0.0008504630532115,0.0006499758455902,0.0001392180420225,30,30,29,0.3114318315674658,0.2411862522808473,64,64,1,2.3,hard,1
hard_1mm_r1,16,9,cycle,2,0.0201714653521776,0.027909941971302,0.0933742672204971,0.1207752674818039,0.4310285151004791,0.9502492547035216,0.0272853206843137,0.1646454185247421,0.9544867277145386,0.045298121869564,0.0790848433971405,61,70,none,1,735,134,131,2.8247201442718506,0.0010471602436155,0.0005409694858826,0.0001492525479989,30,30,29,0.3091283383012629,0.2616155788080016,64,64,1,2.3,hard,1
hard_1mm_r1,8,5,cycle,0,0.0346527695655822,0.030553450807929,0.1531037837266922,0.1923485845327377,0.4310285151004791,0.8738109469413757,0.0406855382025241,0.1646454185247421,0.9240586757659912,0.0489168278872966,0.1204456090927124,61,70,none,1,735,134,131,2.8247201442718506,0.0008298970060423,0.0008524445584043,0.0001346735516563,30,30,30,0.2971733975572651,0.3233073380456042,64,64,1,3.9,hard,1
hard_1mm_r1,8,5,cycle,1,0.0288793556392192,0.043230090290308,0.1586792320013046,0.2081013619899749,0.4310285151004791,0.8522955179214478,0.0420853272080421,0.1646454185247421,0.9066311120986938,0.0622956007719039,0.116053007543087,61,70,none,1,735,134,131,2.8247201442718506,0.0010687970789149,0.0007480776403099,0.0001425071677658,30,30,29,0.3147096685811776,0.3107792192430638,64,64,1,2.3,hard,1
hard_1mm_r1,8,5,cycle,2,0.0293622408062219,0.0358813144266605,0.1343920826911926,0.1881482899188995,0.4310285151004791,0.8792619109153748,0.0371109619736671,0.1646454185247421,0.922077178955078,0.0572527423501014,0.0835099965333938,61,70,none,1,735,134,131,2.8247201442718506,0.000886425434146,0.0005803277017548,0.0001537115895189,30,30,29,0.2738854557478509,0.3049060978106598,64,64,1,2.3,hard,1
hard_1mm_r2,1920,1080,cycle,0,0.0307902377098798,0.0248901434242725,0.1010501757264137,0.1281546205282211,0.4720495343208313,0.9367175698280334,0.0310666766017675,0.1910346448421478,0.9494032263755798,0.0464572869241237,0.0747666433453559,74,71,none,2,738,117,145,2.42182993888855,0.000545349845197,0.0009099480230361,0.0001191085757454,30,30,30,0.140845026709846,0.2094916976415194,64,4,16,265.9,hard,1
hard_1mm_r2,1920,1080,cycle,1,0.0299422685056924,0.0233942866325378,0.1171554550528526,0.1504622250795364,0.4720495343208313,0.9127692580223083,0.0305344704538583,0.1910346448421478,0.9506579041481018,0.0450780540704727,0.0965287536382675,74,71,none,2,738,117,145,2.42182993888855,0.0005521224229596,0.0009484634501859,0.0001215526353917,30,30,24,0.198181328128993,0.2123173304602631,64,4,16,266.9,hard,1
hard_1mm_r2,1920,1080,cycle,2,0.0349294655025005,0.0300223510712385,0.1174280866980552,0.1504492759704589,0.4720495343208313,0.9127842783927916,0.0341289564967155,0.1910346448421478,0.9416863322257996,0.052770584821701,0.076272964477539,74,71,none,2,738,117,145,2.42182993888855,0.0006007957272231,0.0008273387211374,0.0001238514669239,30,30,25,0.1653754861778037,0.217311734572435,64,4,16,266.4,hard,1
hard_1mm_r2,1280,720,cycle,0,0.03926233202219,0.0345184281468391,0.1197562366724014,0.1521594822406768,0.4720495343208313,0.910790205001831,0.0347102209925651,0.1910346448421478,0.9545972943305968,0.0471235774457454,0.12178685516119,74,71,none,2,738,117,145,2.42182993888855,0.0008225813508033,0.0006807507597841,0.0001182470368803,30,30,27,0.1425569086943861,0.2338109811147054,64,11,6,118.4,hard,1
hard_1mm_r2,1280,720,cycle,1,0.0443904772400856,0.0403283648192882,0.111383281648159,0.1435697972774505,0.4720495343208313,0.9205780029296876,0.0393274389207363,0.1910346448421478,0.9388421773910522,0.0504495464265346,0.0792392939329147,74,71,none,2,738,117,145,2.42182993888855,0.0012499617878347,0.0011221126187592,0.0001447372633265,30,30,27,0.1586012196573138,0.258298397064209,64,11,6,117.3,hard,1
hard_1mm_r2,1280,720,cycle,2,0.0338316187262535,0.026855805888772,0.1098847761750221,0.1379271745681762,0.4720495343208313,0.9266982674598694,0.0288582313805818,0.1910346448421478,0.9664698243141174,0.0408928282558918,0.0885406136512756,74,71,none,2,738,117,145,2.42182993888855,0.0005644360207952,0.0009811411146074,0.0001269936474272,30,30,30,0.134902254231577,0.2265318122684446,64,11,6,117.9,hard,1
hard_1mm_r2,854,480,cycle,0,0.0244020354002714,0.0409113503992557,0.1133116856217384,0.1389259397983551,0.4720495343208313,0.9256328344345092,0.038205049932003,0.1910346448421478,0.9527230858802797,0.0431486591696739,0.0962704420089721,74,71,none,2,738,117,145,2.42182993888855,0.0009853010997176,0.0006677994388155,0.0001316401612712,30,30,30,0.1535127980276175,0.2350912094116211,64,24,3,55.1,hard,1
hard_1mm_r2,854,480,cycle,1,0.0242581572383642,0.0378879904747009,0.1212935224175453,0.1565549820661544,0.4720495343208313,0.905561625957489,0.0334449410438537,0.1910346448421478,0.95598042011261,0.044754683971405,0.106468990445137,74,71,none,2,738,117,145,2.42182993888855,0.0009956157300621,0.0006905904738232,0.0001327739591943,30,30,30,0.1453259682590722,0.2373265201209956,64,24,3,53.9,hard,1
hard_1mm_r2,854,480,cycle,2,0.025048678740859,0.0278560481965541,0.1440993547439575,0.1737924665212631,0.4720495343208313,0.8836205005645752,0.0277946013957262,0.1910346448421478,0.9706984758377076,0.0386062487959861,0.1171402037143707,74,71,none,2,738,117,145,2.42182993888855,0.0006000983994454,0.0006505956989713,0.000130512897158,30,30,29,0.1590195091436226,0.240893123496292,64,24,3,53.9,hard,1
hard_1mm_r2,640,360,cycle,0,0.0250901561230421,0.0289046522229909,0.1204831451177597,0.1494383364915847,0.4720495343208313,0.9139524102211,0.0321104824542999,0.1910346448421478,0.9667909145355223,0.0403513312339782,0.1022612601518631,74,71,none,2,738,117,145,2.42182993888855,0.0006781875272281,0.0007330072112381,0.0001302935706917,30,30,29,0.0997628138317325,0.2131555060036162,64,44,1,30.8,hard,1
hard_1mm_r2,640,360,cycle,1,0.0235639438033103,0.0365086607635021,0.1174204871058464,0.1414356976747512,0.4720495343208313,0.9229215979576112,0.0326322689652442,0.1910346448421478,0.963153064250946,0.0393343977630138,0.0950098410248756,74,71,none,2,738,117,145,2.42182993888855,0.0009256594348698,0.0005810856819152,0.0001257634576177,30,30,30,0.1647451873717269,0.2227655312953851,64,44,1,30.3,hard,1
hard_1mm_r2,640,360,cycle,2,0.0315036438405513,0.0320289582014083,0.102052666246891,0.1244073584675788,0.4720495343208313,0.9403642416000366,0.0306994337588548,0.1910346448421478,0.965511918067932,0.0418624132871627,0.0903529152274131,74,71,none,2,738,117,145,2.42182993888855,0.0009001162834465,0.0009657735354267,0.0001314173860009,30,30,29,0.1363074139850895,0.2303221164605556,64,44,1,30.2,hard,1
hard_1mm_r2,426,240,cycle,0,0.0287555232644081,0.0421359241008758,0.1031844243407249,0.1333533823490142,0.4720495343208313,0.9314791560173036,0.034461636096239,0.1910346448421478,0.9597651958465576,0.0417057424783706,0.0917408019304275,74,71,none,2,738,117,145,2.42182993888855,0.0007916147005744,0.0006636586622335,0.0001336382410954,30,30,29,0.1429085666894266,0.2259038533919896,64,64,1,15.6,hard,1
hard_1mm_r2,426,240,cycle,1,0.0258759111166,0.0419068709015846,0.1134579330682754,0.1478144824504852,0.4720495343208313,0.9158123135566713,0.0399548187851905,0.1910346448421478,0.940776526927948,0.0556219592690467,0.0987280085682869,74,71,none,2,738,117,145,2.42182993888855,0.0009793435456231,0.0007184476708061,0.0001429827243555,30,30,26,0.1471113699884595,0.24007385612553,64,64,1,13.8,hard,1
hard_1mm_r2,426,240,cycle,2,0.025066677480936,0.0468957833945751,0.1088357791304588,0.1341443806886673,0.4720495343208313,0.9306638836860656,0.0424397327005863,0.1910346448421478,0.9462292194366456,0.0367794409394264,0.093532308936119,74,71,none,2,738,117,145,2.42182993888855,0.0014516784576699,0.0007337345741689,0.0001331452222075,30,30,30,0.1048209760893328,0.2553241925361829,64,64,1,13.9,hard,1
hard_1mm_r2,320,180,cycle,0,0.0269742887467145,0.0302841942757368,0.1141344830393791,0.1416995227336883,0.4720495343208313,0.9226337671279908,0.030047982931137,0.1910346448421478,0.9666502475738524,0.04078995808959,0.0943232029676437,74,71,none,2,738,117,145,2.42182993888855,0.0008318604668602,0.0006690075970254,0.0001346879289485,30,30,30,0.1441424261263715,0.2262393592769264,64,64,1,9.4,hard,1
hard_1mm_r2,320,180,cycle,1,0.0301334410905838,0.0403367839753627,0.1045897677540779,0.1326349973678589,0.4720495343208313,0.932215452194214,0.0369606129825115,0.1910346448421478,0.9517132639884948,0.0506270751357078,0.0920009911060333,74,71,none,2,738,117,145,2.42182993888855,0.0007739447173662,0.0006570378318428,0.000146479011164,30,30,20,0.2221794296409379,0.2403758774455796,64,64,1,8.1,hard,1
hard_1mm_r2,320,180,cycle,2,0.0229071825742721,0.0400507897138595,0.1157303228974342,0.1469672173261642,0.4720495343208313,0.9167746305465698,0.0366393700242042,0.1910346448421478,0.9542291164398192,0.0419434830546379,0.113246850669384,74,71,none,2,738,117,145,2.42182993888855,0.0013330322690308,0.0006160534685477,0.0001579948584549,30,30,30,0.1104600668599612,0.2729029533190605,64,64,1,8.2,hard,1
hard_1mm_r2,160,90,cycle,0,0.0296942684799432,0.0345395468175411,0.1169437766075134,0.1442892253398895,0.4720495343208313,0.9197800159454346,0.0323764197528362,0.1910346448421478,0.965048372745514,0.0382023677229881,0.1115393787622451,74,71,none,2,738,117,145,2.42182993888855,0.000772354833316,0.0011999285779893,0.0001630039914743,30,30,29,0.1604526995966428,0.2546392750536275,64,64,1,3.9,hard,1
hard_1mm_r2,160,90,cycle,1,0.0340658240020275,0.0376273989677429,0.1351656764745712,0.1690379977226257,0.4720495343208313,0.8899010419845581,0.0440582409501075,0.1910346448421478,0.9292083978652954,0.0629512518644332,0.1066677644848823,74,71,none,2,738,117,145,2.42182993888855,0.0010000235633924,0.0010369411902502,0.0001830846158554,30,30,28,0.2102333071432139,0.2772669343866853,64,64,1,3.0,hard,1
hard_1mm_r2,160,90,cycle,2,0.0208575241267681,0.0328155346214771,0.0941869169473648,0.1162864044308662,0.4720495343208313,0.9478958249092102,0.0301689114421606,0.1910346448421478,0.967557728290558,0.0389691963791847,0.0928217768669128,74,71,none,2,738,117,145,2.42182993888855,0.0009401678107678,0.0008215592824853,0.0001339347509201,30,30,14,0.3051410742245392,0.2238159831772502,64,64,1,2.9,hard,1
hard_1mm_r2,80,45,cycle,0,0.028615478426218,0.0300900917500257,0.1090785041451454,0.1296331584453582,0.4720495343208313,0.9352489709854126,0.0322195775806903,0.1910346448421478,0.9554693102836608,0.0475028790533542,0.1236003935337066,74,71,none,2,738,117,145,2.42182993888855,0.000683840829879,0.0008478193194605,0.000137535345857,30,30,25,0.2227369711651065,0.2456202629284981,64,64,1,2.9,hard,1
hard_1mm_r2,80,45,cycle,1,0.0230326782912015,0.0334943458437919,0.1337420046329498,0.1563429832458496,0.4720495343208313,0.905817210674286,0.0322831384837627,0.1910346448421478,0.9543966054916382,0.0498756021261215,0.1217190101742744,74,71,none,2,738,117,145,2.42182993888855,0.0007337747956626,0.0009753162739798,0.0001433503784937,30,30,29,0.2521575317796329,0.2532514017871302,64,64,1,2.1,hard,1
hard_1mm_r2,80,45,cycle,2,0.0226264353841543,0.037368681281805,0.0772843062877655,0.0963064879179,0.4720495343208313,0.9642623662948608,0.032819427549839,0.1910346448421478,0.9604345560073853,0.0401538833975791,0.0722531005740165,74,71,none,2,738,117,145,2.42182993888855,0.0007095177425071,0.0006122621707618,0.0001507185515947,30,30,29,0.2033391541581813,0.2150908087053869,64,64,1,2.0,hard,1
hard_1mm_r2,48,27,cycle,0,0.0421288534998893,0.0635506361722946,0.1167989000678062,0.1697085350751876,0.4720495343208313,0.8890258073806763,0.0471792481839656,0.1910346448421478,0.8609738945960999,0.0772527009248733,0.0768712908029556,74,71,none,2,738,117,145,2.42182993888855,0.0008409853908233,0.0008503047283738,0.0001484152453485,30,30,29,0.244951746974211,0.2367304206913353,64,64,1,2.9,hard,1
hard_1mm_r2,48,27,cycle,1,0.0249266978353261,0.030827697366476,0.0867993235588073,0.1131760105490684,0.4720495343208313,0.9506458640098572,0.0278313644230365,0.1910346448421478,0.9677913784980774,0.0400964356958866,0.0680202022194862,74,71,none,2,738,117,145,2.42182993888855,0.0007693410152569,0.0005966176977381,0.0001165777212008,30,30,30,0.23548446567401,0.2160756445338583,64,64,1,2.0,hard,1
hard_1mm_r2,48,27,cycle,2,0.0372987501323223,0.0523996613919734,0.1114633530378341,0.1618170142173767,0.4720495343208313,0.8991065621376038,0.0366656742990016,0.1910346448421478,0.9375763535499572,0.0579155124723911,0.0772348195314407,74,71,none,2,738,117,145,2.42182993888855,0.0009919023141264,0.0018114336999133,0.0001444169029127,30,30,29,0.2365629744077439,0.2186203410482814,64,64,1,2.0,hard,1
hard_1mm_r2,32,18,cycle,0,0.0266687460243701,0.0426279455423355,0.0951753035187721,0.1213723197579383,0.4720495343208313,0.9432384967803956,0.0350173078477382,0.1910346448421478,0.942592978477478,0.0519112236797809,0.0787557959556579,74,71,none,2,738,117,145,2.42182993888855,0.0009987852536141,0.0006160406046546,0.0001188421301776,30,30,29,0.3704344599550656,0.2270126016730936,64,64,1,3.4,hard,1
hard_1mm_r2,32,18,cycle,1,0.0340726934373378,0.0390297845005989,0.1278484463691711,0.1692718714475631,0.4720495343208313,0.889596164226532,0.0364998653531074,0.1910346448421478,0.9394003748893738,0.0509107820689678,0.0797218829393386,74,71,none,2,738,117,145,2.42182993888855,0.0009644954116083,0.0010078640189021,0.0001171945623354,30,30,30,0.3074302117675946,0.228981808719472,64,64,1,2.3,hard,1
