probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,2,1,0.4461543509690661,-0.7244096698348046,960.0,540.0,0.15,0.19599360907015395,0.04873008031210489,0.18522085066734523,0.17420107042150904,ball4_x+0.45_y-0.72_d0.15.png,1789048107.8197684,0.01646018497249635,0.006314342224471759,-0.17420107042150904,38.68689727783203,362.3241271972656,36.10633850097656,89147,168.45287597315277,"[887.4377376692429, 537.053249127845]",12
ball4,2,1,0.4461543509690661,-0.7244096698348046,960.0,540.0,0.3,0.3802625917480036,0.04873008031210489,0.47568004824968074,0.49600675787345383,ball4_x+0.45_y-0.72_d0.30.png,1789048109.5759826,0.01941595319934706,0.006548359266424164,-0.49600675787345383,38.68800354003906,362.3177490234375,35.96320724487304,111750,188.6031011967688,"[882.1754093959731, 531.526514541387]",12
ball4,3,1,2.951206332216981,-2.113964673583444,1252.9091784204304,540.0,0.15,0.24744917317293158,0.04873008031210489,0.18522085066734523,0.17915556273374023,ball4_x+2.95_y-2.11_d0.15.png,1789048113.0881567,0.030092182399294388,0.0030538491760834672,-0.17915556273374023,41.5546073913574,362.3727722167968,36.07040405273437,99077,177.58712958272463,"[1082.9075567487914, 539.2642389252803]",12
ball4,3,1,2.951206332216981,-2.113964673583444,1252.9091784204304,540.0,0.3,0.4339003730976003,0.04873008031210489,0.47568004824968074,0.4910140406899558,ball4_x+2.95_y-2.11_d0.30.png,1789048114.6481643,0.026029278131619905,0.002177227438340168,-0.4910140406899558,41.55205154418945,362.3750610351562,35.92969894409179,149415,218.0831759768531,"[1110.6033865408426, 542.0750660910886]",12
ball4,4,1,5.456258313464897,-3.503519677332083,1545.8183568408608,540.0,0.15,0.3023540322350584,0.04873008031210489,0.18522085066734523,0.2246260538830967,ball4_x+5.46_y-3.50_d0.15.png,1789048118.1604726,0.008974065742079063,0.017811755859660217,-0.2246260538830967,44.41368103027343,362.4182739257812,36.03528976440429,41658,115.15273873705459,"[1607.1541120553075, 540.5395122185414]",12
ball4,4,1,5.456258313464897,-3.503519677332083,1545.8183568408608,540.0,0.3,0.48736026160389656,0.04873008031210489,0.47568004824968074,0.5618733193759198,ball4_x+5.46_y-3.50_d0.30.png,1789048119.9165635,0.025820099203860636,0.0023568424384976085,-0.5618733193759198,44.42014694213867,362.4200439453125,35.89566040039062,68864,148.0543548909,"[1609.8465381040892, 539.323841194238]",12
ball4,0,2,-3.3788165622707416,4.19122597721767,374.1816431591392,789.8183568408608,0.15,0.02626955352351601,0.04873008031210489,0.18522085066734523,0.2237230358237497,ball4_x-3.38_y+4.19_d0.15.png,1789048126.1569872,-0.00478314856954114,0.010744850402801908,-0.2237230358237497,32.91514205932617,364.673828125,36.19707870483398,9143,53.947263965639614,"[346.25385540850925, 789.0309526413649]",12
ball4,0,2,-3.3788165622707416,4.19122597721767,374.1816431591392,789.8183568408608,0.3,0.21098674707084442,0.04873008031210489,0.47568004824968074,0.564821486797797,ball4_x-3.38_y+4.19_d0.30.png,1789048127.5249753,-0.009343897664356149,0.016659314931848003,-0.564821486797797,32.91191101074218,364.6737365722656,36.0541763305664,25841,90.69424330615111,"[374.5090360280175, 777.9281761541736]",12
ball4,1,2,-0.873764581022826,2.8016709734690304,667.0908215795696,789.8183568408608,0.15,0.07876365796190399,0.04873008031210489,0.18522085066734523,0.20496548752523439,ball4_x-0.87_y+2.80_d0.15.png,1789048130.8411834,0.012751221826603399,0.0059966597250273425,-0.20496548752523439,35.77917098999023,364.7302856445312,36.16616821289062,50921,127.31322678482705,"[651.3463011331278, 763.9155358300112]",12
ball4,1,2,-0.873764581022826,2.8016709734690304,667.0908215795696,789.8183568408608,0.3,0.26156679161456253,0.04873008031210489,0.47568004824968074,0.5427159138660045,ball4_x-0.87_y+2.80_d0.30.png,1789048132.4012985,0.008053618092545988,0.0019155201968491299,-0.5427159138660045,35.77859115600586,364.7184753417968,36.02141189575195,85209,164.69021553156892,"[652.3463014470302, 763.054935511507]",12
ball4,2,2,1.6312874002250894,1.4121159697203913,960.0,789.8183568408608,0.15,0.13492352297336652,0.04873008031210489,0.18522085066734523,0.18087971897515445,ball4_x+1.63_y+1.41_d0.15.png,1789048135.717471,0.00445602560788636,0.011043982302262912,-0.18087971897515445,38.64253997802734,364.768310546875,36.12817001342773,73623,153.08471102794434,"[882.760577536911, 730.6883310921859]",12
ball4,2,2,1.6312874002250894,1.4121159697203913,960.0,789.8183568408608,0.3,0.2956547085832142,0.04873008031210489,0.47568004824968074,0.4767876892449635,ball4_x+1.63_y+1.41_d0.30.png,1789048137.6695929,0.009362492617131579,0.00976915786467405,-0.4767876892449635,38.64334869384765,364.7745361328125,35.99528884887695,103298,181.33056726049585,"[882.5297101589575, 731.4834653139461]",12
ball4,3,2,4.136339381473005,0.022560965971752056,1252.9091784204304,789.8183568408608,0.15,0.19802835418136766,0.04873008031210489,0.18522085066734523,0.2146912414103639,ball4_x+4.14_y+0.02_d0.15.png,1789048141.3778315,0.019739438403463438,0.0017743181154919797,-0.2146912414103639,41.5130615234375,364.8161010742187,36.10680770874023,57989,135.86195931868434,"[1214.8089810136405, 794.199882736381]",12
ball4,3,2,4.136339381473005,0.022560965971752056,1252.9091784204304,789.8183568408608,0.3,0.3681519255781218,0.04873008031210489,0.47568004824968074,0.5335809055366866,ball4_x+4.14_y+0.02_d0.30.png,1789048143.1299403,0.017367412627026724,0.003368256006550929,-0.5335809055366866,41.50926208496093,364.8175964355468,35.956241607666,147825,216.91970617055256,"[1111.6095924234737, 725.9193979367495]",12
ball4,4,2,6.64139136272092,-1.3669940377768872,1545.8183568408608,789.8183568408608,0.15,0.24769589429612537,0.04873008031210489,0.18522085066734523,0.2457348058271492,ball4_x+6.64_y-1.37_d0.15.png,1789048146.2540612,0.00355467497366746,0.01937602646642116,-0.2457348058271492,44.36757659912109,364.8692626953125,36.07266616821289,43116,117.1505401297848,"[1598.7546618424715, 829.691622599499]",12
ball4,4,2,6.64139136272092,-1.3669940377768872,1545.8183568408608,789.8183568408608,0.3,0.41970340760846625,0.04873008031210489,0.47568004824968074,0.5995778172363799,ball4_x+6.64_y-1.37_d0.30.png,1789048147.6181815,0.02141214568813865,0.009882563149264278,-0.5995778172363799,44.37501144409179,364.8685302734375,35.9291305541992,73339,152.78916435020196,"[1598.1423526363872, 825.566519859829]",12
