principle,unit,probe,centre_gap_mm,edge_gap_mm,hardness,thickness_mm,rep,depth_mm,dip,dip_sd,imprint_lvl,symmetry,verdict,mtf,verdict_mtf
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.7,1.0,0.031,10.12,0.68,분해,1.0,분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.8,1.0,0.035,9.29,0.67,분해,1.0,분해
DIGIT,soft_3mm_r1,pair025,1.25,0.25,soft,3,1,0.9,1.0,0.035,7.94,0.61,분해,1.0,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.1,0.574,0.022,14.84,1.0,분해,0.402,미분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.2,0.942,0.027,14.09,0.97,분해,0.89,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.3,0.997,0.024,14.09,0.9,분해,0.995,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.4,1.0,0.028,13.0,0.77,분해,1.0,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.5,1.0,0.026,12.37,0.74,분해,1.0,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.6,1.0,0.026,11.11,0.65,분해,1.0,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.7,1.0,0.024,10.03,0.6,분해,1.0,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.8,1.0,0.035,8.55,0.53,분해,1.0,분해
DIGIT,soft_3mm_r2,pair025,1.25,0.25,soft,3,2,0.9,1.0,0.049,6.51,0.44,분해,1.0,분해
DIGIT,medium_1mm_r1,pair025,1.25,0.25,medium,1,1,0.1,0.818,0.016,17.7,0.94,분해,0.692,분해
DIGIT,medium_1mm_r1,pair025,1.25,0.25,medium,1,1,0.2,0.908,0.016,18.72,0.97,분해,0.831,분해
DIGIT,medium_1mm_r1,pair025,1.25,0.25,medium,1,1,0.3,0.925,0.016,18.57,0.9,분해,0.86,분해
DIGIT,medium_1mm_r1,pair025,1.25,0.25,medium,1,1,0.4,0.955,0.018,17.41,0.79,분해,0.914,분해
DIGIT,medium_1mm_r1,pair025,1.25,0.25,medium,1,1,0.5,0.971,0.02,16.64,0.75,분해,0.944,분해
DIGIT,medium_1mm_r1,pair025,1.25,0.25,medium,1,1,0.6,0.977,0.02,14.85,0.67,분해,0.956,분해
DIGIT,medium_1mm_r2,pair025,1.25,0.25,medium,1,2,0.1,0.967,0.016,19.9,0.97,분해,0.935,분해
DIGIT,medium_1mm_r2,pair025,1.25,0.25,medium,1,2,0.2,0.956,0.016,20.16,0.94,분해,0.915,분해
DIGIT,medium_1mm_r2,pair025,1.25,0.25,medium,1,2,0.3,0.986,0.016,20.47,0.92,분해,0.973,분해
DIGIT,medium_1mm_r2,pair025,1.25,0.25,medium,1,2,0.4,0.995,0.015,20.38,0.89,분해,0.99,분해
DIGIT,medium_1mm_r2,pair025,1.25,0.25,medium,1,2,0.5,1.0,0.016,20.13,0.84,분해,1.0,분해
DIGIT,medium_1mm_r2,pair025,1.25,0.25,medium,1,2,0.6,1.0,0.016,19.63,0.82,분해,1.0,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.1,0.712,0.024,12.23,0.75,분해,0.553,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.2,0.998,0.028,11.78,0.66,분해,0.997,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.3,1.0,0.025,11.27,0.61,분해,1.0,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.4,1.0,0.028,10.88,0.57,분해,1.0,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.5,1.0,0.034,9.46,0.52,분해,1.0,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.6,1.0,0.029,7.63,0.48,분해,1.0,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.7,1.0,0.044,6.37,0.43,분해,1.0,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.8,1.0,0.046,5.68,0.42,분해,1.0,분해
DIGIT,medium_2mm_r1,pair025,1.25,0.25,medium,2,1,0.9,1.0,0.068,4.47,0.33,분해,1.0,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.1,0.413,0.018,18.96,0.93,분해,0.26,미분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.2,0.825,0.015,19.63,0.91,분해,0.702,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.3,0.842,0.015,19.56,0.91,분해,0.728,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.4,0.92,0.018,18.49,0.96,분해,0.851,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.5,0.99,0.021,15.62,0.8,분해,0.981,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.6,0.999,0.025,13.02,0.67,분해,0.998,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.7,1.0,0.025,12.37,0.63,분해,1.0,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.8,1.0,0.028,11.46,0.6,분해,1.0,분해
DIGIT,medium_2mm_r2,pair025,1.25,0.25,medium,2,2,0.9,1.0,0.031,9.83,0.54,분해,1.0,분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.1,0.201,0.018,18.31,0.93,미분해,0.111,미분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.2,0.6,0.017,17.31,0.89,분해,0.429,미분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.3,0.835,0.019,16.87,0.91,분해,0.716,분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.4,0.883,0.018,17.0,0.93,분해,0.791,분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.5,0.971,0.02,16.29,0.92,분해,0.943,분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.6,0.986,0.02,15.63,0.9,분해,0.972,분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.7,1.0,0.018,15.37,0.92,분해,1.0,분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.8,1.0,0.019,14.32,0.89,분해,1.0,분해
DIGIT,medium_3mm_r1,pair025,1.25,0.25,medium,3,1,0.9,1.0,0.021,13.6,0.87,분해,1.0,분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.1,0.244,0.019,17.48,0.91,미분해,0.139,미분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.2,0.648,0.02,16.38,0.87,분해,0.479,미분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.3,0.775,0.025,15.94,0.85,분해,0.632,분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.4,0.887,0.02,15.31,0.85,분해,0.797,분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.5,0.951,0.022,14.94,0.82,분해,0.907,분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.6,0.991,0.022,14.43,0.85,분해,0.982,분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.7,1.0,0.021,13.66,0.85,분해,1.0,분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.8,1.0,0.022,13.1,0.9,분해,1.0,분해
DIGIT,medium_3mm_r2,pair025,1.25,0.25,medium,3,2,0.9,1.0,0.022,11.86,0.89,분해,1.0,분해
DIGIT,hard_1mm_r1,pair025,1.25,0.25,hard,1,1,0.1,0.783,0.016,18.16,0.91,분해,0.644,분해
DIGIT,hard_1mm_r1,pair025,1.25,0.25,hard,1,1,0.2,0.818,0.018,16.9,0.87,분해,0.692,분해
DIGIT,hard_1mm_r1,pair025,1.25,0.25,hard,1,1,0.3,0.889,0.023,14.47,0.71,분해,0.799,분해
DIGIT,hard_1mm_r1,pair025,1.25,0.25,hard,1,1,0.4,0.928,0.021,13.18,0.63,분해,0.866,분해
DIGIT,hard_1mm_r1,pair025,1.25,0.25,hard,1,1,0.5,0.969,0.024,12.63,0.58,분해,0.941,분해
DIGIT,hard_1mm_r1,pair025,1.25,0.25,hard,1,1,0.6,0.974,0.028,11.26,0.5,분해,0.95,분해
DIGIT,hard_1mm_r2,pair025,1.25,0.25,hard,1,2,0.1,0.065,0.018,17.8,0.99,미분해,0.034,미분해
DIGIT,hard_1mm_r2,pair025,1.25,0.25,hard,1,2,0.2,0.632,0.016,18.2,0.91,분해,0.462,미분해
DIGIT,hard_1mm_r2,pair025,1.25,0.25,hard,1,2,0.3,0.704,0.019,16.33,0.86,분해,0.544,분해
DIGIT,hard_1mm_r2,pair025,1.25,0.25,hard,1,2,0.4,0.617,0.025,11.87,0.58,분해,0.446,미분해
DIGIT,hard_1mm_r2,pair025,1.25,0.25,hard,1,2,0.5,0.676,0.03,10.24,0.48,분해,0.511,분해
DIGIT,hard_1mm_r2,pair025,1.25,0.25,hard,1,2,0.6,0.694,0.035,9.1,0.4,분해,0.531,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.1,0.651,0.02,15.47,0.76,분해,0.482,미분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.2,0.932,0.019,15.44,0.79,분해,0.873,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.3,0.983,0.02,15.7,0.81,분해,0.966,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.4,0.997,0.022,14.98,0.75,분해,0.994,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.5,1.0,0.023,14.1,0.79,분해,1.0,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.6,1.0,0.025,12.14,0.8,분해,1.0,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.7,1.0,0.024,11.24,0.79,분해,1.0,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.8,1.0,0.028,10.12,0.75,분해,1.0,분해
DIGIT,hard_2mm_r1,pair025,1.25,0.25,hard,2,1,0.9,1.0,0.032,9.09,0.69,분해,1.0,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.1,0.756,0.019,17.75,0.96,분해,0.608,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.2,0.955,0.021,15.73,0.91,분해,0.914,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.3,1.0,0.02,16.68,0.95,분해,1.0,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.4,0.999,0.019,17.75,0.94,분해,0.997,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.5,1.0,0.018,17.88,0.94,분해,1.0,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.6,1.0,0.017,18.05,0.96,분해,1.0,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.7,1.0,0.017,17.72,0.97,분해,1.0,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.8,1.0,0.018,17.01,0.96,분해,1.0,분해
DIGIT,hard_2mm_r2,pair025,1.25,0.25,hard,2,2,0.9,1.0,0.02,17.22,0.97,분해,1.0,분해
DIGIT,hard_3mm_r1,pair025,1.25,0.25,hard,3,1,0.1,0.097,0.045,7.56,0.71,미분해,0.051,미분해
DIGIT,hard_3mm_r1,pair025,1.25,0.25,hard,3,1,0.2,0.087,0.045,6.79,0.62,미분해,0.045,미분해
DIGIT,hard_3mm_r1,pair025,1.25,0.25,hard,3,1,0.5,0.126,0.09,3.72,0.3,미분해,0.067,미분해
DIGIT,hard_3mm_r1,pair025,1.25,0.25,hard,3,1,0.6,0.501,0.034,8.17,0.93,분해,0.334,미분해
DIGIT,hard_3mm_r1,pair025,1.25,0.25,hard,3,1,0.7,0.686,0.041,7.98,0.94,분해,0.522,분해
DIGIT,hard_3mm_r1,pair025,1.25,0.25,hard,3,1,0.8,0.661,0.037,7.02,0.8,분해,0.493,미분해
DIGIT,hard_3mm_r1,pair025,1.25,0.25,hard,3,1,0.9,0.718,0.045,6.86,0.75,분해,0.561,분해
DIGIT,hard_3mm_r2,pair025,1.25,0.25,hard,3,2,0.1,0.831,0.022,14.53,0.78,분해,0.711,분해
DIGIT,hard_3mm_r2,pair025,1.25,0.25,hard,3,2,0.2,0.988,0.02,14.39,0.87,분해,0.976,분해
DIGIT,hard_3mm_r2,pair025,1.25,0.25,hard,3,2,0.3,1.0,0.02,13.67,0.87,분해,1.0,분해
DIGIT,hard_3mm_r2,pair025,1.25,0.25,hard,3,2,0.4,1.0,0.023,12.64,0.81,분해,1.0,분해
DIGIT,hard_3mm_r2,pair025,1.25,0.25,hard,3,2,0.5,1.0,0.024,11.93,0.77,분해,1.0,분해
