sample_index,t_rel_s,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
46,0.023000,-61.230312319,39.360779582,106.106980861,0.369881297,0.617507420,-0.203223549
47,0.023500,-61.208218621,39.327331934,106.093207760,0.370020270,0.617734438,-0.202639984
48,0.024000,-61.202083057,39.349527299,106.138316984,0.370722482,0.617620232,-0.202721358
49,0.024500,-61.209644486,39.326588643,106.069566592,0.370375633,0.617953099,-0.202310342
50,0.025000,-61.222386696,39.342094776,106.035902464,0.369761144,0.616795727,-0.202494206
51,0.025500,-61.238464092,39.351409652,106.104703944,0.369990818,0.616616784,-0.202907977
52,0.026000,-61.245064551,39.343660749,106.139185374,0.369567155,0.617280507,-0.202971967
53,0.026500,-61.245529446,39.358107211,106.218776028,0.369845704,0.617830024,-0.203117332
54,0.027000,-61.285749262,39.342237704,106.105949315,0.369885436,0.616944411,-0.203145594
55,0.027500,-61.254461201,39.376165090,106.072103725,0.370156400,0.617378493,-0.202924339
56,0.028000,-61.231649725,39.357704799,106.014887530,0.370225275,0.616465055,-0.202877996
57,0.028500,-61.253168030,39.356533750,106.058705213,0.369659368,0.617757456,-0.202341659
58,0.029000,-61.221013779,39.393669560,106.036926448,0.369773426,0.617459120,-0.202477473
59,0.029500,-61.205366882,39.351892078,106.061461200,0.369480833,0.616478718,-0.203283065
60,0.030000,-61.244167945,39.377032192,106.084933980,0.369448573,0.618134086,-0.203113663
61,0.030500,-61.239091902,39.358020719,106.015246879,0.370040702,0.617454038,-0.202734351
62,0.031000,-61.235422253,39.344166897,106.139463185,0.369038158,0.618143830,-0.202823575
63,0.031500,-61.216751915,39.334813557,106.047791568,0.370250309,0.617278863,-0.202584574
64,0.032000,-61.223123953,39.368298791,106.061446919,0.370124203,0.616940407,-0.203165512
65,0.032500,-61.226844992,39.349871590,106.115790984,0.371066704,0.616756534,-0.202895021
66,0.033000,-61.239682643,39.330019271,106.035898023,0.370019159,0.617536185,-0.202363546
67,0.033500,-61.228677133,39.372248236,106.082034378,0.369610786,0.617079637,-0.202679283
68,0.034000,-61.241234894,39.342593630,106.069141538,0.370647837,0.616631256,-0.202481092
69,0.034500,-61.248247543,39.362799874,106.138531511,0.370602605,0.617020292,-0.202873262
70,0.035000,-61.244905774,39.365110904,106.104924569,0.369724969,0.616671514,-0.202908355
71,0.035500,-61.285037405,39.342029392,106.093433084,0.369706976,0.617037919,-0.202805758
72,0.036000,-61.262355789,39.331425612,105.989578576,0.369836482,0.616543250,-0.202211942
73,0.036500,-61.254022287,39.326515464,106.079016324,0.369804499,0.616278309,-0.202250034
74,0.037000,-61.210003972,39.368052474,106.059793024,0.370853947,0.616854210,-0.202821336
75,0.037500,-61.194483427,39.366360310,106.048847466,0.370853740,0.617158937,-0.202816047
76,0.038000,-61.193697237,39.339629224,106.058221394,0.370483758,0.617018340,-0.202459812
77,0.038500,-61.198188197,39.353253425,106.047425720,0.369679862,0.617155558,-0.202464024
78,0.039000,-61.229495073,39.341441514,106.163158198,0.369560024,0.617589317,-0.203281750
79,0.039500,-61.200914764,39.367143526,106.117355158,0.370489935,0.617833430,-0.202965373
80,0.040000,-61.236223243,39.342709036,106.199674946,0.369198547,0.618266130,-0.203807584
81,0.040500,-61.233307385,39.343261789,106.137495267,0.370654189,0.617208532,-0.202629912
82,0.041000,-61.239388246,39.342873997,106.123309930,0.370292445,0.616407071,-0.202088436
83,0.041500,-61.241523134,39.370570159,106.102586361,0.371028567,0.616353368,-0.202463482
84,0.042000,-61.241231133,39.333555822,106.068569939,0.370583354,0.616621367,-0.202365039
85,0.042500,-61.231198957,39.319067054,106.025639198,0.369766588,0.616942459,-0.202732145
86,0.043000,-61.255705723,39.342645109,106.010772162,0.370282677,0.616928829,-0.201834764
87,0.043500,-61.210421829,39.339545338,106.113898831,0.370827779,0.616937238,-0.202419814
88,0.044000,-61.223144664,39.347987738,106.082930576,0.369977537,0.617337676,-0.202900025
89,0.044500,-61.202089641,39.353407528,106.069458319,0.370755955,0.616990580,-0.202456357
90,0.045000,-61.174482562,39.358430048,106.070407990,0.369734479,0.616787304,-0.202676978
91,0.045500,-61.217944392,39.361591016,106.107331097,0.368637721,0.618342300,-0.203070916
92,0.046000,-61.205909340,39.323060000,106.082937995,0.369270693,0.618746847,-0.202613727
93,0.046500,-61.205332328,39.368440339,106.198451506,0.369590009,0.618385971,-0.203450294
94,0.047000,-61.201062248,39.341653512,106.070872272,0.370309960,0.617594360,-0.202664620
95,0.047500,-61.221078198,39.338936456,106.129866017,0.369370010,0.617209919,-0.203434639
96,0.048000,-61.214462948,39.351800743,106.104827792,0.369831978,0.617382891,-0.202759079
97,0.048500,-61.214388616,39.325277969,106.126717952,0.369640455,0.617148786,-0.202742681
98,0.049000,-61.186409393,39.335896570,106.033278989,0.370646779,0.616855282,-0.201906551
99,0.049500,-61.232386879,39.349781175,106.055634752,0.370531126,0.616047701,-0.202044427
100,0.050000,-61.239411893,39.328459441,106.139189452,0.370000687,0.617545232,-0.202962973
101,0.050500,-61.245806517,39.345354219,105.955867439,0.369772699,0.615496678,-0.202384057
102,0.051000,-61.248196173,39.348933771,106.118028931,0.370320069,0.618151168,-0.203086936
103,0.051500,-61.210238978,39.330698565,106.011760439,0.370589863,0.617226737,-0.202039387
104,0.052000,-61.223605787,39.376469956,106.082920737,0.370362891,0.617058907,-0.202913132
105,0.052500,-61.215670756,39.359062500,106.150131269,0.370240276,0.617616405,-0.202829844
106,0.053000,-61.207571415,39.359804258,106.027302907,0.370077212,0.616818200,-0.203077550
107,0.053500,-61.239398703,39.366846109,106.118848991,0.370276320,0.617167741,-0.203460568
108,0.054000,-61.189198467,39.363596341,106.084396317,0.369395734,0.617730822,-0.203103284
109,0.054500,-61.205135107,39.319444672,106.073270086,0.369064705,0.617590698,-0.203233914
110,0.055000,-61.222363172,39.344489846,106.162877966,0.369767531,0.617856396,-0.203156952
111,0.055500,-61.208374565,39.334112920,106.117869933,0.370064756,0.618164574,-0.203068447
112,0.056000,-61.225292741,39.337297232,106.082547469,0.370438026,0.617661463,-0.202777475
113,0.056500,-61.222678707,39.356035551,106.148947782,0.370035067,0.617346125,-0.202608852
114,0.057000,-61.232705361,39.344149814,106.115129328,0.370482282,0.617096719,-0.202652556
115,0.057500,-61.248634722,39.346262707,106.035560605,0.370489813,0.616994670,-0.202387518
116,0.058000,-61.233486863,39.324574143,106.114210834,0.370520998,0.617396396,-0.202411832
117,0.058500,-61.260113606,39.350099784,106.060370047,0.369426630,0.616237518,-0.203080690
118,0.059000,-61.262529610,39.346126687,106.026125775,0.369936601,0.617191798,-0.202739768
119,0.059500,-61.233037011,39.346278911,106.036906574,0.370500382,0.616886434,-0.202730682
120,0.060000,-61.217272328,39.353667319,106.023605175,0.370569254,0.617194645,-0.202149865
121,0.060500,-61.224252984,39.367071194,106.069796695,0.370477239,0.617156748,-0.202459362
122,0.061000,-61.232414287,39.344404426,106.072085872,0.370303852,0.617195750,-0.203035017
123,0.061500,-61.229604223,39.369609078,106.095036228,0.369767321,0.617610817,-0.202999766
124,0.062000,-61.221014474,39.343524769,106.174227605,0.369401392,0.618050697,-0.203138141
125,0.062500,-61.213670164,39.344262992,106.104031491,0.369599812,0.617053548,-0.202651642
126,0.063000,-61.189620086,39.344127012,106.139073722,0.369434049,0.617823738,-0.202817815
127,0.063500,-61.207064444,39.343830441,106.083559361,0.369778873,0.618156158,-0.202867308
128,0.064000,-61.186947542,39.332457883,106.073074150,0.370611038,0.617493659,-0.203239641
129,0.064500,-61.232145686,39.341684682,106.126703671,0.370283825,0.617610475,-0.202625128
130,0.065000,-61.232251759,39.333743211,106.116282365,0.370225894,0.617395265,-0.202871555
131,0.065500,-61.231314313,39.346537895,106.092538685,0.370142692,0.616665452,-0.202683816
132,0.066000,-61.240851863,39.349671993,106.047832816,0.370518489,0.617154019,-0.202600436
133,0.066500,-61.247928247,39.342216362,106.151890096,0.370270586,0.617520675,-0.203305308
134,0.067000,-61.231216149,39.354058370,105.979251962,0.370022966,0.617387691,-0.202187043
135,0.067500,-61.247310485,39.357097947,105.989936605,0.370212780,0.616777731,-0.202203070
136,0.068000,-61.230099236,39.362467137,106.057821611,0.369901666,0.617288410,-0.202233587
137,0.068500,-61.238465029,39.365605038,106.174705806,0.370086312,0.617266213,-0.203405085
138,0.069000,-61.215012267,39.364421402,106.082511621,0.370103768,0.616670501,-0.202919250
139,0.069500,-61.246012342,39.343784101,106.094641986,0.369748313,0.617390558,-0.203010759
140,0.070000,-61.235282027,39.369539476,106.096330773,0.369222150,0.616708031,-0.203487587
141,0.070500,-61.189952411,39.342258444,106.040094335,0.369422695,0.616568236,-0.203524202
142,0.071000,-61.194355716,39.357343885,106.046812148,0.370791555,0.617145847,-0.202354203
143,0.071500,-61.213037084,39.352544034,106.128468960,0.369476615,0.617164230,-0.203088721
144,0.072000,-61.221123370,39.330425720,106.094376035,0.369312450,0.617195947,-0.203003513
145,0.072500,-61.230945399,39.352498540,106.082543391,0.370004494,0.617396738,-0.202786470
146,0.073000,-61.229818130,39.371062834,106.150371211,0.369956527,0.617098823,-0.202965757
147,0.073500,-61.223062800,39.326462911,106.024648644,0.369828336,0.616265396,-0.202635316
148,0.074000,-61.217458003,39.357356513,106.056313304,0.370776160,0.616265606,-0.202149238
149,0.074500,-61.249035629,39.347104432,106.068754352,0.370674794,0.616690318,-0.202367537
150,0.075000,-61.217449656,39.336139587,106.048994372,0.370437618,0.616976832,-0.202941101
151,0.075500,-61.254393453,39.353522544,106.025135220,0.369998349,0.616514735,-0.202642940
152,0.076000,-61.247050080,39.368456153,106.024940968,0.370292264,0.616167015,-0.202653549
153,0.076500,-61.234078521,39.356915208,106.046806049,0.370937527,0.616491177,-0.202505728
154,0.077000,-61.230195881,39.401950143,106.027631443,0.370183850,0.616705598,-0.203093662
155,0.077500,-61.230523781,39.371967868,106.027865986,0.369966179,0.617303822,-0.203071939
156,0.078000,-61.213690864,39.347025501,106.046486253,0.369624435,0.616632419,-0.202369950
157,0.078500,-61.211100478,39.351349264,106.128766088,0.368929719,0.617455242,-0.203075864
158,0.079000,-61.192511077,39.326251800,106.104403437,0.370024288,0.617831523,-0.202620667
159,0.079500,-61.208845117,39.315170662,106.137628956,0.370109995,0.618253408,-0.202467906
160,0.080000,-61.222581902,39.332487133,106.073176688,0.369685141,0.616796325,-0.203384805
161,0.080500,-61.229529890,39.343086304,106.116926388,0.369575798,0.617376711,-0.202983368
162,0.081000,-61.253769667,39.374142336,106.205922379,0.370137899,0.617382017,-0.202801467
163,0.081500,-61.249187812,39.344847611,106.092844927,0.370654797,0.617110566,-0.202679947
164,0.082000,-61.231370769,39.365140581,106.058763500,0.370278581,0.616681146,-0.202600851
165,0.082500,-61.206544847,39.351191552,106.034892593,0.369840792,0.616690975,-0.202261842
166,0.083000,-61.270557685,39.378044753,106.034114738,0.370344659,0.617174210,-0.201931050
167,0.083500,-61.217518616,39.343426832,105.977287385,0.370498620,0.617596838,-0.201716077
168,0.084000,-61.253774489,39.360685868,106.060886117,0.369866303,0.616833940,-0.203063329
169,0.084500,-61.224341179,39.351209635,106.047490362,0.370363674,0.616723127,-0.202606426
170,0.085000,-61.221806311,39.359940697,106.025993150,0.369709353,0.616912214,-0.202732266
171,0.085500,-61.218862625,39.368251031,106.095010219,0.369047709,0.616898624,-0.203128433
172,0.086000,-61.244653288,39.352974551,106.095249797,0.369455506,0.617386225,-0.203124692
173,0.086500,-61.230856951,39.327093485,106.093120123,0.369821820,0.616954109,-0.202786762
174,0.087000,-61.206980421,39.346539092,105.994922163,0.369802516,0.615859804,-0.203595711
175,0.087500,-61.239884299,39.384055081,106.140894408,0.370579492,0.617296129,-0.203324240
176,0.088000,-61.209570143,39.323139431,106.012427857,0.370355399,0.616900596,-0.202277740
177,0.088500,-61.223198867,39.333622699,106.113031789,0.370057773,0.616385657,-0.202321500
178,0.089000,-61.249277770,39.346322749,106.146716191,0.370846301,0.616595370,-0.202300148
179,0.089500,-61.234644116,39.344184671,106.066158570,0.371027623,0.617211385,-0.201656097
180,0.090000,-61.261138563,39.348514768,106.003535132,0.369597011,0.616760531,-0.202771029
181,0.090500,-61.239066503,39.332025016,106.002218656,0.369856102,0.617215849,-0.202402881
182,0.091000,-61.256691714,39.348874107,106.124448685,0.370679426,0.617167307,-0.202189884
183,0.091500,-61.215970413,39.354389227,106.048710062,0.370211593,0.616979186,-0.202825298
184,0.092000,-61.198699876,39.369386873,106.140771622,0.369966889,0.617295314,-0.203303631
185,0.092500,-61.208028788,39.356175106,106.105750364,0.370226794,0.617347939,-0.202990808
186,0.093000,-61.238017337,39.363076328,106.127756811,0.369892852,0.617980326,-0.202730823
187,0.093500,-61.220571217,39.346036202,106.107093575,0.369242960,0.617729480,-0.203208193
188,0.094000,-61.210692985,39.346627310,106.164431006,0.368711265,0.618389245,-0.203360846
189,0.094500,-61.220983407,39.373991349,106.142002119,0.369621391,0.617454795,-0.203536373
190,0.095000,-61.224483017,39.336034778,106.139868003,0.370245720,0.617763137,-0.203067783
191,0.095500,-61.233790543,39.347131729,106.104119721,0.370681747,0.618463712,-0.202392186
192,0.096000,-61.224366588,39.354131776,106.139547481,0.370376985,0.617779713,-0.202954100
193,0.096500,-61.247571440,39.378431739,106.149785332,0.370535413,0.617550623,-0.202732152
194,0.097000,-61.246553078,39.360823420,106.216790477,0.370227215,0.617216356,-0.202793015
195,0.097500,-61.279036146,39.354047849,106.150747856,0.370333557,0.617125550,-0.203100178
196,0.098000,-61.246252036,39.352736948,106.038153966,0.369815495,0.617604005,-0.202825768
197,0.098500,-61.222855352,39.365579047,106.116064717,0.370104176,0.617355132,-0.202755624
198,0.099000,-61.233557434,39.342059110,106.091749076,0.370648038,0.617620613,-0.202312177
199,0.099500,-61.218632993,39.354674590,106.072242593,0.370928099,0.616803189,-0.203161301
200,0.100000,-61.206011255,39.347650895,106.117767421,0.369626191,0.617216100,-0.203210350
201,0.100500,-61.221222174,39.345675248,106.094541132,0.369421790,0.617837210,-0.202870477
202,0.101000,-61.211234783,39.341172355,106.140971636,0.368854088,0.617657078,-0.203288910
203,0.101500,-61.181625756,39.359421575,106.151431913,0.369549133,0.617368289,-0.203166140
204,0.102000,-61.230226957,39.348409999,106.138885825,0.369792562,0.618119898,-0.202711634
205,0.102500,-61.240205614,39.350192578,106.209987616,0.370328347,0.618524004,-0.203567518
206,0.103000,-61.221842075,39.352707311,106.128792097,0.369649331,0.618167434,-0.202947196
207,0.103500,-61.217026713,39.359910141,106.049166331,0.370610433,0.615747235,-0.203211915
208,0.104000,-61.254684537,39.330194369,106.147207571,0.370005490,0.617234101,-0.202276682
209,0.104500,-61.255051942,39.348163642,106.092754869,0.370134857,0.617460639,-0.202553535
210,0.105000,-61.260729746,39.348094040,106.094049414,0.369589687,0.616557854,-0.203041356
211,0.105500,-61.243860503,39.345436799,106.094453495,0.369223340,0.617056882,-0.203017255
212,0.106000,-61.239521042,39.356627005,106.071067482,0.370207983,0.617566732,-0.202680989
213,0.106500,-61.244225910,39.371704961,106.115606791,0.369593293,0.617191956,-0.202651192
214,0.107000,-61.231062755,39.371670492,106.073836880,0.370140012,0.617211194,-0.203381057
215,0.107500,-61.221811009,39.383173891,106.096566610,0.369869330,0.617571532,-0.203345428
216,0.108000,-61.231456141,39.354436601,106.105887431,0.370196027,0.616887065,-0.203128969
217,0.108500,-61.259617918,39.361239390,106.118341297,0.369321740,0.617605142,-0.203218608
218,0.109000,-61.212062385,39.350354896,106.095536128,0.369102027,0.617773815,-0.203097965
219,0.109500,-61.201615339,39.340238415,106.128156594,0.370474944,0.617710256,-0.202957049
220,0.110000,-61.238754341,39.348013729,106.141571665,0.369959673,0.617248757,-0.203549486
221,0.110500,-61.225342359,39.310753075,106.105901348,0.370244205,0.617430559,-0.203106867
222,0.111000,-61.231902221,39.346767589,106.103591197,0.370323449,0.616568742,-0.202677862
223,0.111500,-61.261676475,39.370711667,106.195113887,0.370106924,0.617225870,-0.202934339
224,0.112000,-61.241629207,39.362628689,106.092165055,0.370970635,0.616138158,-0.202709909
225,0.112500,-61.239460826,39.328986512,106.104271069,0.370007610,0.617541149,-0.202647901
226,0.113000,-61.221753616,39.350375819,106.060339934,0.369637947,0.616906409,-0.202931285
227,0.113500,-61.185005166,39.353597757,106.069376781,0.370411532,0.616864921,-0.202451610
228,0.114000,-61.222190278,39.367057720,106.117303734,0.369934195,0.617038880,-0.203110030
229,0.114500,-61.223003774,39.354284418,106.139583693,0.370019695,0.617765491,-0.202951980
230,0.115000,-61.237659453,39.354883781,106.107746712,0.369651866,0.617865028,-0.203328994
231,0.115500,-61.216266320,39.317604584,106.025746151,0.369947138,0.617150475,-0.202720901
232,0.116000,-61.211104239,39.360387071,106.129337687,0.368994202,0.617465130,-0.203191917
233,0.116500,-61.206021611,39.337495369,106.128509250,0.369552858,0.617414734,-0.203077606
234,0.117000,-61.207398542,39.336225007,106.139786465,0.369901298,0.617637478,-0.203063036
235,0.117500,-61.248476892,39.358834686,106.150330557,0.370571832,0.617853503,-0.202837218
236,0.118000,-61.222532295,39.335957727,106.128851704,0.369707673,0.617845626,-0.203071616
237,0.118500,-61.213656984,39.359576097,106.162719925,0.369704156,0.617494454,-0.203165440
238,0.119000,-61.186913550,39.333954403,106.125481694,0.370804839,0.616975261,-0.202514052
239,0.119500,-61.224833379,39.326151710,106.158734905,0.370357740,0.617858657,-0.202237505
240,0.120000,-61.223201129,39.343516861,106.128184286,0.369942137,0.618171767,-0.202833263
241,0.120500,-61.224102810,39.337955563,106.049129018,0.370085362,0.617646360,-0.202806073
242,0.121000,-61.223657554,39.348765885,106.057600986,0.370167515,0.617233680,-0.202233209
243,0.121500,-61.199471022,39.359966729,106.129111300,0.370078938,0.617396357,-0.203195652
244,0.122000,-61.215487517,39.368712338,106.172844104,0.370308984,0.617418652,-0.202931870
245,0.122500,-61.229903890,39.341862243,106.072643916,0.369567349,0.617791994,-0.203011423
246,0.123000,-61.204738786,39.330782065,106.046823671,0.369153781,0.617173935,-0.202345978
247,0.123500,-61.189933860,39.338336020,106.048965942,0.369396516,0.617395042,-0.202796578
248,0.124000,-61.205802617,39.331305030,106.127452033,0.369510298,0.616780158,-0.202980906
249,0.124500,-61.207638236,39.345177855,106.083298445,0.369968480,0.617850925,-0.202878045
250,0.125000,-61.210271656,39.310429707,106.093231155,0.370435902,0.617426851,-0.202766524
251,0.125500,-61.238955457,39.346283979,106.130743856,0.369946599,0.617664922,-0.203546823
252,0.126000,-61.221661660,39.357199570,106.082074668,0.369687028,0.617330141,-0.202668168
253,0.126500,-61.215623972,39.357375515,106.136376022,0.370231798,0.618026166,-0.202135601
254,0.127000,-61.224849922,39.361446586,106.146440400,0.370795792,0.616121991,-0.202306009
255,0.127500,-61.224433146,39.321312321,106.104784524,0.370143303,0.617117792,-0.202885747
256,0.128000,-61.238129058,39.344819700,105.978474977,0.369772900,0.616486036,-0.202215141
257,0.128500,-61.253213887,39.320951786,106.081487493,0.369401063,0.617516664,-0.202554997
258,0.129000,-61.214139891,39.322179423,106.117614779,0.369435476,0.617873385,-0.203075071
259,0.129500,-61.230963276,39.360418628,106.094428417,0.370060127,0.617615149,-0.202885833
260,0.130000,-61.207624794,39.342297909,106.051228385,0.369947874,0.616597185,-0.203522996
261,0.130500,-61.223405068,39.336629532,106.047926214,0.369898053,0.617948391,-0.202449546
262,0.131000,-61.208742795,39.355223503,106.069592965,0.370403698,0.617660109,-0.202321329
263,0.131500,-61.249661584,39.349343479,106.117968393,0.368705327,0.617202516,-0.203222606
264,0.132000,-61.229839768,39.388020729,106.162827836,0.370076644,0.617327123,-0.203181174
265,0.132500,-61.224245462,39.348995579,106.068653498,0.370348272,0.617136970,-0.202227255
266,0.133000,-61.222857361,39.334206595,106.119487615,0.369692301,0.618264993,-0.203414744
267,0.133500,-61.231537068,39.361766041,106.094167501,0.370249734,0.617309916,-0.202896570
268,0.134000,-61.207830495,39.352747277,106.047147909,0.370208858,0.616292234,-0.202612416
269,0.134500,-61.232015816,39.356901734,106.094313088,0.370394484,0.616373309,-0.203156396
270,0.135000,-61.232646072,39.353778270,106.139305882,0.370548691,0.616902168,-0.203100372
271,0.135500,-61.233705846,39.353838044,106.036239156,0.370734846,0.617212575,-0.202492329
272,0.136000,-61.228949505,39.360932225,106.107017073,0.369524007,0.617493198,-0.203221429
273,0.136500,-61.192752270,39.334348294,106.033334518,0.370271589,0.616268749,-0.202039966
274,0.137000,-61.224883914,39.359950066,106.094032856,0.370601991,0.616640388,-0.203031598
275,0.137500,-61.194475906,39.348284695,106.047704269,0.370724774,0.617139160,-0.202583940
276,0.138000,-61.237303331,39.364027931,106.163914210,0.369715948,0.617668156,-0.203400302
277,0.138500,-61.222426211,39.366972760,106.060244115,0.369936894,0.617242438,-0.202808986
278,0.139000,-61.242759031,39.348426623,106.129487207,0.368882061,0.618302805,-0.203061764
279,0.139500,-61.222401750,39.355172443,106.117217754,0.369847788,0.617653678,-0.202974623
280,0.140000,-61.206932962,39.348849772,106.001923549,0.369823493,0.617314782,-0.202273207
281,0.140500,-61.223366491,39.325946934,106.093586426,0.369817796,0.618151109,-0.202631874
282,0.141000,-61.235929223,39.360140714,106.083206731,0.369336498,0.616805872,-0.203033817
283,0.141500,-61.232247988,39.347778966,106.036681871,0.370332699,0.616566979,-0.202739298
284,0.142000,-61.270367609,39.342547749,106.113956638,0.370083655,0.616729859,-0.202445433
285,0.142500,-61.225425038,39.358492775,106.091330120,0.370774269,0.616953439,-0.202331402
286,0.143000,-61.229338182,39.343538704,105.989465267,0.369591334,0.615691354,-0.202339975
287,0.143500,-61.253801785,39.344255043,106.013511110,0.369753109,0.616601557,-0.202532840
288,0.144000,-61.231075934,39.356357386,106.015148446,0.370035669,0.616770288,-0.202867259
289,0.144500,-61.253551988,39.386724336,106.070986901,0.370055499,0.617065725,-0.202703219
290,0.145000,-61.230155691,39.381069823,106.024046426,0.370037556,0.617304104,-0.202150622
291,0.145500,-61.254192590,39.396518908,106.047692629,0.370307662,0.616974820,-0.202498247
292,0.146000,-61.222280623,39.350036247,106.046323771,0.369819075,0.617010936,-0.202247779
293,0.146500,-61.236615008,39.338350987,106.103451372,0.369359812,0.617519393,-0.202413923
294,0.147000,-61.213093539,39.371146720,106.094693774,0.369612505,0.617179924,-0.203005756
295,0.147500,-61.222542640,39.348875763,106.060564637,0.369805629,0.617225863,-0.202922669
296,0.148000,-61.206342231,39.353777657,106.060301301,0.369673747,0.618051032,-0.202660215
297,0.148500,-61.223272375,39.357004163,106.084965895,0.370039722,0.617350766,-0.203361868
298,0.149000,-61.237479038,39.359376040,106.061029283,0.369689563,0.617027735,-0.203049965
299,0.149500,-61.231279496,39.344893105,106.138770496,0.370126918,0.616878058,-0.202982198
300,0.150000,-61.245964233,39.346398340,106.135736103,0.369950964,0.616663637,-0.202301861
301,0.150500,-61.263954150,39.349684621,106.057333972,0.370503094,0.616273778,-0.202395471
302,0.151000,-61.261717052,39.373095375,106.073847677,0.369946595,0.617114616,-0.203394927
303,0.151500,-61.263022474,39.340144660,106.037584788,0.370072501,0.616463714,-0.202982905
304,0.152000,-61.231399001,39.362905143,106.081390354,0.370260882,0.617098192,-0.202567470
305,0.152500,-61.255431454,39.396387648,106.046192697,0.370667250,0.616985840,-0.202154577
306,0.153000,-61.230825210,39.361557730,106.081651270,0.370071275,0.617403425,-0.202556733
307,0.153500,-61.223972265,39.357170280,106.037495068,0.370225476,0.617454413,-0.202709080
