unit,sep_mm,width_px,density_px_per_mm2,n_ok,n,principle
hard_2mm_r1,1.1,426,390.03723528357153,0,9,9DTact
hard_2mm_r1,1.1,640,880.3326697312638,1,9,9DTact
hard_2mm_r1,1.1,854,1567.482181049137,1,9,9DTact
hard_2mm_r1,1.1,1280,3521.330678925055,0,9,9DTact
hard_2mm_r1,1.1,1920,7922.994027581375,0,9,9DTact
hard_2mm_r1,1.25,8,0.1375519796455099,0,3,9DTact
hard_2mm_r1,1.25,16,0.5502079185820399,0,3,9DTact
hard_2mm_r1,1.25,32,2.2008316743281595,0,3,9DTact
hard_2mm_r1,1.25,48,4.95187126723836,0,3,9DTact
hard_2mm_r1,1.25,80,13.755197964550996,0,3,9DTact
hard_2mm_r1,1.25,160,55.02079185820399,0,3,9DTact
hard_2mm_r1,1.25,320,220.08316743281597,0,3,9DTact
hard_2mm_r1,1.25,426,390.03723528357153,0,3,9DTact
hard_2mm_r1,1.25,640,880.3326697312638,0,3,9DTact
hard_2mm_r1,1.25,854,1567.482181049137,0,3,9DTact
hard_2mm_r1,1.25,1280,3521.330678925055,1,3,9DTact
hard_2mm_r1,1.25,1920,7922.994027581375,2,3,9DTact
hard_2mm_r1,1.5,8,0.1375519796455099,0,3,9DTact
hard_2mm_r1,1.5,16,0.5502079185820399,0,3,9DTact
hard_2mm_r1,1.5,32,2.2008316743281595,0,3,9DTact
hard_2mm_r1,1.5,48,4.95187126723836,0,3,9DTact
hard_2mm_r1,1.5,80,13.755197964550996,0,3,9DTact
hard_2mm_r1,1.5,160,55.02079185820399,0,3,9DTact
hard_2mm_r1,1.5,320,220.08316743281597,1,3,9DTact
hard_2mm_r1,1.5,426,390.03723528357153,1,3,9DTact
hard_2mm_r1,1.5,640,880.3326697312638,1,3,9DTact
hard_2mm_r1,1.5,854,1567.482181049137,1,3,9DTact
hard_2mm_r1,1.5,1280,3521.330678925055,2,3,9DTact
hard_2mm_r1,1.5,1920,7922.994027581375,2,3,9DTact
hard_2mm_r1,1.75,8,0.1375519796455099,0,3,9DTact
hard_2mm_r1,1.75,16,0.5502079185820399,0,3,9DTact
hard_2mm_r1,1.75,32,2.2008316743281595,0,3,9DTact
hard_2mm_r1,1.75,48,4.95187126723836,0,3,9DTact
hard_2mm_r1,1.75,80,13.755197964550996,0,3,9DTact
hard_2mm_r1,1.75,160,55.02079185820399,1,3,9DTact
hard_2mm_r1,1.75,320,220.08316743281597,2,3,9DTact
hard_2mm_r1,1.75,426,390.03723528357153,2,3,9DTact
hard_2mm_r1,1.75,640,880.3326697312638,2,3,9DTact
hard_2mm_r1,1.75,854,1567.482181049137,2,3,9DTact
hard_2mm_r1,1.75,1280,3521.330678925055,2,3,9DTact
hard_2mm_r1,1.75,1920,7922.994027581375,1,3,9DTact
hard_2mm_r1,2.0,8,0.1375519796455099,0,3,9DTact
hard_2mm_r1,2.0,16,0.5502079185820399,0,3,9DTact
hard_2mm_r1,2.0,32,2.2008316743281595,0,3,9DTact
hard_2mm_r1,2.0,48,4.95187126723836,0,3,9DTact
hard_2mm_r1,2.0,80,13.755197964550996,0,3,9DTact
hard_2mm_r1,2.0,160,55.02079185820399,1,3,9DTact
hard_2mm_r1,2.0,320,220.08316743281597,1,3,9DTact
hard_2mm_r1,2.0,426,390.03723528357153,2,3,9DTact
hard_2mm_r1,2.0,640,880.3326697312638,1,3,9DTact
hard_2mm_r1,2.0,854,1567.482181049137,1,3,9DTact
hard_2mm_r1,2.0,1280,3521.330678925055,2,3,9DTact
hard_2mm_r1,2.0,1920,7922.994027581375,1,3,9DTact
hard_2mm_r1,2.5,8,0.1375519796455099,0,9,9DTact
hard_2mm_r1,2.5,16,0.5502079185820399,0,9,9DTact
hard_2mm_r1,2.5,32,2.2008316743281595,7,9,9DTact
hard_2mm_r1,2.5,48,4.95187126723836,7,9,9DTact
hard_2mm_r1,2.5,80,13.755197964550996,7,9,9DTact
hard_2mm_r1,2.5,160,55.02079185820399,8,9,9DTact
hard_2mm_r1,2.5,320,220.08316743281597,8,9,9DTact
hard_2mm_r1,2.5,426,390.03723528357153,9,9,9DTact
hard_2mm_r1,2.5,640,880.3326697312638,9,9,9DTact
hard_2mm_r1,2.5,854,1567.482181049137,9,9,9DTact
hard_2mm_r1,2.5,1280,3521.330678925055,9,9,9DTact
hard_2mm_r1,2.5,1920,7922.994027581375,8,9,9DTact
hard_3mm_r1,1.1,8,0.1037200648006484,0,9,9DTact
hard_3mm_r1,1.1,16,0.4148802592025939,0,9,9DTact
hard_3mm_r1,1.1,32,1.659521036810376,0,9,9DTact
hard_3mm_r1,1.1,48,3.733922332823346,0,9,9DTact
hard_3mm_r1,1.1,80,10.37200648006485,0,9,9DTact
hard_3mm_r1,1.1,160,41.4880259202594,0,9,9DTact
hard_3mm_r1,1.1,320,165.9521036810376,0,9,9DTact
hard_3mm_r1,1.1,426,294.1047262462889,0,9,9DTact
hard_3mm_r1,1.1,640,663.8084147241505,0,9,9DTact
hard_3mm_r1,1.1,854,1181.9484809398402,0,9,9DTact
hard_3mm_r1,1.1,1280,2655.233658896602,0,9,9DTact
hard_3mm_r1,1.1,1920,5974.275732517353,0,9,9DTact
hard_3mm_r1,1.25,8,0.1037200648006484,0,3,9DTact
hard_3mm_r1,1.25,16,0.4148802592025939,0,3,9DTact
hard_3mm_r1,1.25,32,1.659521036810376,0,3,9DTact
hard_3mm_r1,1.25,48,3.733922332823346,0,3,9DTact
hard_3mm_r1,1.25,80,10.37200648006485,0,3,9DTact
hard_3mm_r1,1.25,160,41.4880259202594,0,3,9DTact
hard_3mm_r1,1.25,320,165.9521036810376,0,3,9DTact
hard_3mm_r1,1.25,426,294.1047262462889,0,3,9DTact
hard_3mm_r1,1.25,640,663.8084147241505,0,3,9DTact
hard_3mm_r1,1.25,854,1181.9484809398402,0,3,9DTact
hard_3mm_r1,1.25,1280,2655.233658896602,0,3,9DTact
hard_3mm_r1,1.25,1920,5974.275732517353,0,3,9DTact
hard_3mm_r1,1.5,8,0.1037200648006484,0,3,9DTact
hard_3mm_r1,1.5,16,0.4148802592025939,0,3,9DTact
hard_3mm_r1,1.5,32,1.659521036810376,0,3,9DTact
hard_3mm_r1,1.5,48,3.733922332823346,0,3,9DTact
hard_3mm_r1,1.5,80,10.37200648006485,0,3,9DTact
hard_3mm_r1,1.5,160,41.4880259202594,0,3,9DTact
hard_3mm_r1,1.5,320,165.9521036810376,0,3,9DTact
hard_3mm_r1,1.5,426,294.1047262462889,0,3,9DTact
hard_3mm_r1,1.5,640,663.8084147241505,0,3,9DTact
hard_3mm_r1,1.5,854,1181.9484809398402,0,3,9DTact
hard_3mm_r1,1.5,1280,2655.233658896602,0,3,9DTact
hard_3mm_r1,1.5,1920,5974.275732517353,0,3,9DTact
hard_3mm_r1,1.75,8,0.1037200648006484,0,3,9DTact
hard_3mm_r1,1.75,16,0.4148802592025939,0,3,9DTact
hard_3mm_r1,1.75,32,1.659521036810376,0,3,9DTact
hard_3mm_r1,1.75,48,3.733922332823346,0,3,9DTact
hard_3mm_r1,1.75,80,10.37200648006485,0,3,9DTact
hard_3mm_r1,1.75,160,41.4880259202594,1,3,9DTact
hard_3mm_r1,1.75,320,165.9521036810376,1,3,9DTact
hard_3mm_r1,1.75,426,294.1047262462889,2,3,9DTact
hard_3mm_r1,1.75,640,663.8084147241505,1,3,9DTact
hard_3mm_r1,1.75,854,1181.9484809398402,1,3,9DTact
hard_3mm_r1,1.75,1280,2655.233658896602,1,3,9DTact
hard_3mm_r1,1.75,1920,5974.275732517353,0,3,9DTact
hard_3mm_r1,2.0,8,0.1037200648006484,0,3,9DTact
hard_3mm_r1,2.0,16,0.4148802592025939,0,3,9DTact
hard_3mm_r1,2.0,32,1.659521036810376,0,3,9DTact
hard_3mm_r1,2.0,48,3.733922332823346,0,3,9DTact
hard_3mm_r1,2.0,80,10.37200648006485,0,3,9DTact
hard_3mm_r1,2.0,160,41.4880259202594,0,3,9DTact
hard_3mm_r1,2.0,320,165.9521036810376,0,3,9DTact
hard_3mm_r1,2.0,426,294.1047262462889,0,3,9DTact
hard_3mm_r1,2.0,640,663.8084147241505,0,3,9DTact
hard_3mm_r1,2.0,854,1181.9484809398402,0,3,9DTact
hard_3mm_r1,2.0,1280,2655.233658896602,0,3,9DTact
hard_3mm_r1,2.0,1920,5974.275732517353,0,3,9DTact
hard_3mm_r1,2.5,8,0.1037200648006484,0,9,9DTact
hard_3mm_r1,2.5,16,0.4148802592025939,0,9,9DTact
hard_3mm_r1,2.5,32,1.659521036810376,2,9,9DTact
hard_3mm_r1,2.5,48,3.733922332823346,6,9,9DTact
hard_3mm_r1,2.5,80,10.37200648006485,6,9,9DTact
hard_3mm_r1,2.5,160,41.4880259202594,7,9,9DTact
hard_3mm_r1,2.5,320,165.9521036810376,8,9,9DTact
hard_3mm_r1,2.5,426,294.1047262462889,8,9,9DTact
hard_3mm_r1,2.5,640,663.8084147241505,7,9,9DTact
hard_3mm_r1,2.5,854,1181.9484809398402,7,9,9DTact
hard_3mm_r1,2.5,1280,2655.233658896602,7,9,9DTact
hard_3mm_r1,2.5,1920,5974.275732517353,6,9,9DTact
medium_1mm_r1,1.1,8,0.153586488697355,0,6,9DTact
medium_1mm_r1,1.1,16,0.6143459547894203,0,6,9DTact
medium_1mm_r1,1.1,32,2.4573838191576813,0,6,9DTact
medium_1mm_r1,1.1,48,5.529113593104783,0,6,9DTact
medium_1mm_r1,1.1,80,15.358648869735507,1,6,9DTact
medium_1mm_r1,1.1,160,61.43459547894204,0,6,9DTact
medium_1mm_r1,1.1,320,245.73838191576812,1,6,9DTact
medium_1mm_r1,1.1,426,435.50408785689393,1,6,9DTact
medium_1mm_r1,1.1,640,982.9535276630726,1,6,9DTact
medium_1mm_r1,1.1,854,1750.2044311062532,1,6,9DTact
medium_1mm_r1,1.1,1280,3931.8141106522894,1,6,9DTact
medium_1mm_r1,1.1,1920,8846.581748967654,2,6,9DTact
medium_1mm_r1,1.25,8,0.153586488697355,0,3,9DTact
medium_1mm_r1,1.25,16,0.6143459547894203,0,3,9DTact
medium_1mm_r1,1.25,32,2.4573838191576813,0,3,9DTact
medium_1mm_r1,1.25,48,5.529113593104783,0,3,9DTact
medium_1mm_r1,1.25,80,15.358648869735507,0,3,9DTact
medium_1mm_r1,1.25,160,61.43459547894204,0,3,9DTact
medium_1mm_r1,1.25,320,245.73838191576812,0,3,9DTact
medium_1mm_r1,1.25,426,435.50408785689393,0,3,9DTact
medium_1mm_r1,1.25,640,982.9535276630726,1,3,9DTact
medium_1mm_r1,1.25,854,1750.2044311062532,1,3,9DTact
medium_1mm_r1,1.25,1280,3931.8141106522894,1,3,9DTact
medium_1mm_r1,1.25,1920,8846.581748967654,1,3,9DTact
medium_1mm_r1,1.5,8,0.153586488697355,0,3,9DTact
medium_1mm_r1,1.5,16,0.6143459547894203,0,3,9DTact
medium_1mm_r1,1.5,32,2.4573838191576813,0,3,9DTact
medium_1mm_r1,1.5,48,5.529113593104783,0,3,9DTact
medium_1mm_r1,1.5,80,15.358648869735507,0,3,9DTact
medium_1mm_r1,1.5,160,61.43459547894204,0,3,9DTact
medium_1mm_r1,1.5,320,245.73838191576812,0,3,9DTact
medium_1mm_r1,1.5,426,435.50408785689393,0,3,9DTact
medium_1mm_r1,1.5,640,982.9535276630726,1,3,9DTact
medium_1mm_r1,1.5,854,1750.2044311062532,1,3,9DTact
medium_1mm_r1,1.5,1280,3931.8141106522894,1,3,9DTact
medium_1mm_r1,1.5,1920,8846.581748967654,1,3,9DTact
medium_1mm_r1,1.75,8,0.153586488697355,0,3,9DTact
medium_1mm_r1,1.75,16,0.6143459547894203,0,3,9DTact
medium_1mm_r1,1.75,32,2.4573838191576813,0,3,9DTact
medium_1mm_r1,1.75,48,5.529113593104783,0,3,9DTact
medium_1mm_r1,1.75,80,15.358648869735507,0,3,9DTact
medium_1mm_r1,1.75,160,61.43459547894204,0,3,9DTact
medium_1mm_r1,1.75,320,245.73838191576812,0,3,9DTact
medium_1mm_r1,1.75,426,435.50408785689393,0,3,9DTact
medium_1mm_r1,1.75,640,982.9535276630726,0,3,9DTact
medium_1mm_r1,1.75,854,1750.2044311062532,1,3,9DTact
medium_1mm_r1,1.75,1280,3931.8141106522894,1,3,9DTact
medium_1mm_r1,1.75,1920,8846.581748967654,0,3,9DTact
medium_1mm_r1,2.0,8,0.153586488697355,0,3,9DTact
medium_1mm_r1,2.0,16,0.6143459547894203,0,3,9DTact
medium_1mm_r1,2.0,32,2.4573838191576813,1,3,9DTact
medium_1mm_r1,2.0,48,5.529113593104783,2,3,9DTact
medium_1mm_r1,2.0,80,15.358648869735507,2,3,9DTact
medium_1mm_r1,2.0,160,61.43459547894204,2,3,9DTact
medium_1mm_r1,2.0,320,245.73838191576812,3,3,9DTact
medium_1mm_r1,2.0,426,435.50408785689393,2,3,9DTact
medium_1mm_r1,2.0,640,982.9535276630726,3,3,9DTact
medium_1mm_r1,2.0,854,1750.2044311062532,3,3,9DTact
medium_1mm_r1,2.0,1280,3931.8141106522894,3,3,9DTact
medium_1mm_r1,2.0,1920,8846.581748967654,2,3,9DTact
medium_1mm_r1,2.5,8,0.153586488697355,0,6,9DTact
medium_1mm_r1,2.5,16,0.6143459547894203,0,6,9DTact
medium_1mm_r1,2.5,32,2.4573838191576813,4,6,9DTact
medium_1mm_r1,2.5,48,5.529113593104783,4,6,9DTact
medium_1mm_r1,2.5,80,15.358648869735507,4,6,9DTact
medium_1mm_r1,2.5,160,61.43459547894204,5,6,9DTact
medium_1mm_r1,2.5,320,245.73838191576812,5,6,9DTact
medium_1mm_r1,2.5,426,435.50408785689393,5,6,9DTact
medium_1mm_r1,2.5,640,982.9535276630726,4,6,9DTact
medium_1mm_r1,2.5,854,1750.2044311062532,4,6,9DTact
medium_1mm_r1,2.5,1280,3931.8141106522894,4,6,9DTact
medium_1mm_r1,2.5,1920,8846.581748967654,5,6,9DTact
medium_2mm_r2,1.1,8,0.1359291827311094,0,9,9DTact
medium_2mm_r2,1.1,16,0.5437167309244376,0,9,9DTact
medium_2mm_r2,1.1,32,2.1748669236977505,0,9,9DTact
medium_2mm_r2,1.1,48,4.893450578319937,0,9,9DTact
medium_2mm_r2,1.1,80,13.59291827311094,0,9,9DTact
medium_2mm_r2,1.1,160,54.37167309244376,0,9,9DTact
medium_2mm_r2,1.1,320,217.48669236977503,0,9,9DTact
medium_2mm_r2,1.1,426,385.4356932079813,0,9,9DTact
medium_2mm_r2,1.1,640,869.9467694791002,0,9,9DTact
medium_2mm_r2,1.1,854,1548.989497386278,0,9,9DTact
medium_2mm_r2,1.1,1280,3479.787077916401,0,9,9DTact
medium_2mm_r2,1.1,1920,7829.520925311901,1,9,9DTact
medium_2mm_r2,1.25,8,0.1359291827311094,0,3,9DTact
medium_2mm_r2,1.25,16,0.5437167309244376,0,3,9DTact
medium_2mm_r2,1.25,32,2.1748669236977505,0,3,9DTact
medium_2mm_r2,1.25,48,4.893450578319937,0,3,9DTact
medium_2mm_r2,1.25,80,13.59291827311094,0,3,9DTact
medium_2mm_r2,1.25,160,54.37167309244376,0,3,9DTact
medium_2mm_r2,1.25,320,217.48669236977503,0,3,9DTact
medium_2mm_r2,1.25,426,385.4356932079813,0,3,9DTact
medium_2mm_r2,1.25,640,869.9467694791002,1,3,9DTact
medium_2mm_r2,1.25,854,1548.989497386278,1,3,9DTact
medium_2mm_r2,1.25,1280,3479.787077916401,0,3,9DTact
medium_2mm_r2,1.25,1920,7829.520925311901,1,3,9DTact
medium_2mm_r2,1.5,8,0.1359291827311094,0,3,9DTact
medium_2mm_r2,1.5,16,0.5437167309244376,0,3,9DTact
medium_2mm_r2,1.5,32,2.1748669236977505,0,3,9DTact
medium_2mm_r2,1.5,48,4.893450578319937,0,3,9DTact
medium_2mm_r2,1.5,80,13.59291827311094,0,3,9DTact
medium_2mm_r2,1.5,160,54.37167309244376,0,3,9DTact
medium_2mm_r2,1.5,320,217.48669236977503,0,3,9DTact
medium_2mm_r2,1.5,426,385.4356932079813,1,3,9DTact
medium_2mm_r2,1.5,640,869.9467694791002,1,3,9DTact
medium_2mm_r2,1.5,854,1548.989497386278,1,3,9DTact
medium_2mm_r2,1.5,1280,3479.787077916401,1,3,9DTact
medium_2mm_r2,1.5,1920,7829.520925311901,0,3,9DTact
medium_2mm_r2,1.75,8,0.1359291827311094,0,3,9DTact
medium_2mm_r2,1.75,16,0.5437167309244376,0,3,9DTact
medium_2mm_r2,1.75,32,2.1748669236977505,0,3,9DTact
medium_2mm_r2,1.75,48,4.893450578319937,0,3,9DTact
medium_2mm_r2,1.75,80,13.59291827311094,0,3,9DTact
medium_2mm_r2,1.75,160,54.37167309244376,0,3,9DTact
medium_2mm_r2,1.75,320,217.48669236977503,2,3,9DTact
medium_2mm_r2,1.75,426,385.4356932079813,2,3,9DTact
medium_2mm_r2,1.75,640,869.9467694791002,2,3,9DTact
medium_2mm_r2,1.75,854,1548.989497386278,3,3,9DTact
medium_2mm_r2,1.75,1280,3479.787077916401,3,3,9DTact
medium_2mm_r2,1.75,1920,7829.520925311901,1,3,9DTact
medium_2mm_r2,2.0,8,0.1359291827311094,0,3,9DTact
medium_2mm_r2,2.0,16,0.5437167309244376,0,3,9DTact
medium_2mm_r2,2.0,32,2.1748669236977505,1,3,9DTact
medium_2mm_r2,2.0,48,4.893450578319937,0,3,9DTact
medium_2mm_r2,2.0,80,13.59291827311094,1,3,9DTact
medium_2mm_r2,2.0,160,54.37167309244376,2,3,9DTact
medium_2mm_r2,2.0,320,217.48669236977503,1,3,9DTact
medium_2mm_r2,2.0,426,385.4356932079813,2,3,9DTact
medium_2mm_r2,2.0,640,869.9467694791002,2,3,9DTact
medium_2mm_r2,2.0,854,1548.989497386278,2,3,9DTact
medium_2mm_r2,2.0,1280,3479.787077916401,2,3,9DTact
medium_2mm_r2,2.0,1920,7829.520925311901,2,3,9DTact
medium_2mm_r2,2.5,8,0.1359291827311094,0,9,9DTact
medium_2mm_r2,2.5,16,0.5437167309244376,0,9,9DTact
medium_2mm_r2,2.5,32,2.1748669236977505,8,9,9DTact
medium_2mm_r2,2.5,48,4.893450578319937,8,9,9DTact
medium_2mm_r2,2.5,80,13.59291827311094,8,9,9DTact
medium_2mm_r2,2.5,160,54.37167309244376,8,9,9DTact
medium_2mm_r2,2.5,320,217.48669236977503,9,9,9DTact
medium_2mm_r2,2.5,426,385.4356932079813,9,9,9DTact
medium_2mm_r2,2.5,640,869.9467694791002,9,9,9DTact
medium_2mm_r2,2.5,854,1548.989497386278,9,9,9DTact
medium_2mm_r2,2.5,1280,3479.787077916401,9,9,9DTact
medium_2mm_r2,2.5,1920,7829.520925311901,9,9,9DTact
medium_3mm_r1,1.1,8,0.1175108409834295,0,9,9DTact
medium_3mm_r1,1.1,16,0.4700433639337182,0,9,9DTact
medium_3mm_r1,1.1,32,1.880173455734873,0,9,9DTact
medium_3mm_r1,1.1,48,4.230390275403463,0,9,9DTact
medium_3mm_r1,1.1,80,11.751084098342956,0,9,9DTact
medium_3mm_r1,1.1,160,47.00433639337182,0,9,9DTact
medium_3mm_r1,1.1,320,188.0173455734873,0,9,9DTact
medium_3mm_r1,1.1,426,333.20933403607586,0,9,9DTact
medium_3mm_r1,1.1,640,752.0693822939492,0,9,9DTact
medium_3mm_r1,1.1,854,1339.1021328542329,0,9,9DTact
medium_3mm_r1,1.1,1280,3008.2775291757966,0,9,9DTact
medium_3mm_r1,1.1,1920,6768.624440645542,0,9,9DTact
medium_3mm_r1,1.25,8,0.1175108409834295,0,3,9DTact
medium_3mm_r1,1.25,16,0.4700433639337182,0,3,9DTact
medium_3mm_r1,1.25,32,1.880173455734873,0,3,9DTact
medium_3mm_r1,1.25,48,4.230390275403463,0,3,9DTact
medium_3mm_r1,1.25,80,11.751084098342956,0,3,9DTact
medium_3mm_r1,1.25,160,47.00433639337182,0,3,9DTact
medium_3mm_r1,1.25,320,188.0173455734873,0,3,9DTact
medium_3mm_r1,1.25,426,333.20933403607586,0,3,9DTact
medium_3mm_r1,1.25,640,752.0693822939492,0,3,9DTact
medium_3mm_r1,1.25,854,1339.1021328542329,0,3,9DTact
medium_3mm_r1,1.25,1280,3008.2775291757966,0,3,9DTact
medium_3mm_r1,1.25,1920,6768.624440645542,0,3,9DTact
medium_3mm_r1,1.5,8,0.1175108409834295,0,3,9DTact
medium_3mm_r1,1.5,16,0.4700433639337182,0,3,9DTact
medium_3mm_r1,1.5,32,1.880173455734873,0,3,9DTact
medium_3mm_r1,1.5,48,4.230390275403463,0,3,9DTact
medium_3mm_r1,1.5,80,11.751084098342956,0,3,9DTact
medium_3mm_r1,1.5,160,47.00433639337182,0,3,9DTact
medium_3mm_r1,1.5,320,188.0173455734873,0,3,9DTact
medium_3mm_r1,1.5,426,333.20933403607586,0,3,9DTact
medium_3mm_r1,1.5,640,752.0693822939492,0,3,9DTact
medium_3mm_r1,1.5,854,1339.1021328542329,1,3,9DTact
medium_3mm_r1,1.5,1280,3008.2775291757966,0,3,9DTact
medium_3mm_r1,1.5,1920,6768.624440645542,0,3,9DTact
medium_3mm_r1,1.75,8,0.1175108409834295,0,3,9DTact
medium_3mm_r1,1.75,16,0.4700433639337182,0,3,9DTact
medium_3mm_r1,1.75,32,1.880173455734873,0,3,9DTact
medium_3mm_r1,1.75,48,4.230390275403463,0,3,9DTact
medium_3mm_r1,1.75,80,11.751084098342956,0,3,9DTact
medium_3mm_r1,1.75,160,47.00433639337182,0,3,9DTact
medium_3mm_r1,1.75,320,188.0173455734873,0,3,9DTact
medium_3mm_r1,1.75,426,333.20933403607586,0,3,9DTact
medium_3mm_r1,1.75,640,752.0693822939492,0,3,9DTact
medium_3mm_r1,1.75,854,1339.1021328542329,0,3,9DTact
medium_3mm_r1,1.75,1280,3008.2775291757966,0,3,9DTact
medium_3mm_r1,1.75,1920,6768.624440645542,0,3,9DTact
medium_3mm_r1,2.0,8,0.1175108409834295,0,3,9DTact
medium_3mm_r1,2.0,16,0.4700433639337182,0,3,9DTact
medium_3mm_r1,2.0,32,1.880173455734873,0,3,9DTact
medium_3mm_r1,2.0,48,4.230390275403463,0,3,9DTact
medium_3mm_r1,2.0,80,11.751084098342956,1,3,9DTact
medium_3mm_r1,2.0,160,47.00433639337182,0,3,9DTact
medium_3mm_r1,2.0,320,188.0173455734873,1,3,9DTact
medium_3mm_r1,2.0,426,333.20933403607586,2,3,9DTact
